Saccharomyces cerevisiae	Cryptococcus neoformans	Acinetobacter baumannii	Pseudomonas aeruginosa	Escherichia coli	Salmonella enterica	Azospirillum sp. 51_20	Sutterella wadsworthensis	Akkermansia muciniphila	Lentisphaeria bacterium	Firmicutes bacterium CAG:94	Firmicutes bacterium CAG:103	Staphylococcus aureus	Bacillus subtilis	Listeria monocytogenes	Streptococcus thermophilus	Lactobacillus fermentum	Enterococcus faecalis	uncultured Clostridium sp.	Clostridium sp. CAG:138	Clostridium sp. CAG:217	Clostridium sp. CAG:354	Clostridium sp. CAG:356	Clostridium sp. 28_12	Clostridiaceae bacterium	uncultured Clostridiales bacterium	Butyrivibrio crossotus	Roseburia intestinalis	Roseburia faecis	Roseburia inulinivorans	Roseburia sp. CAG:50	Coprococcus eutactus	Coprococcus catus	Coprococcus comes	Coprococcus sp. CAG:131	Coprococcus sp.	Coprococcus sp. AF16-22	Coprococcus sp. AF16-5	Coprococcus sp. AF38-1	[Eubacterium] rectale	Lachnospiraceae bacterium	Dorea longicatena	Anaerostipes hadrus	[Ruminococcus] gnavus	[Ruminococcus] torques	Blautia obeum	Blautia wexlerae	uncultured Blautia sp.	Blautia sp. AF19-1	Blautia sp. BIOML-A1	Fusicatenibacter saccharivorans	[Eubacterium] eligens	Eubacterium ramulus	Eubacterium sp. CAG:202	Eubacterium sp. CAG:251	Eubacterium sp. CAG:86	Eubacterium sp.	Oscillibacter sp.	Oscillospiraceae bacterium UBA6359	Oscillospiraceae bacterium UBA6409	Ruminococcus callidus	Ruminococcus lactaris	Ruminococcus bicirculans	uncultured Ruminococcus sp.	Ruminococcus sp. AM28-13	Gemmiger formicilis	Faecalibacterium prausnitzii	Faecalibacterium sp. CAG:82-related_59_9	Faecalibacterium sp.	Faecalibacterium sp. AF27-11BH	Faecalibacterium sp. BIOML-A1	Subdoligranulum sp. 60_17	Ruminococcaceae bacterium	Clostridiales bacterium	Clostridiales bacterium UBA7739	Clostridiales bacterium CCNA10	Coprobacillus sp. AF21-8LB	Erysipelotrichaceae bacterium	Megamonas funiformis	Megamonas rupellensis	Megamonas sp. Calf98-2	Phascolarctobacterium faecium	Megasphaera massiliensis	Dialister invisus CAG:218	Dialister sp. Marseille-P5638	Firmicutes bacterium CAG:65_45_313	Firmicutes bacterium AF22-6AC	Bifidobacterium adolescentis	Bifidobacterium animalis	Bifidobacterium pseudocatenulatum	Bifidobacterium longum	Collinsella aerofaciens	Collinsella stercoris	Bacteroides thetaiotaomicron	Bacteroides uniformis	Bacteroides vulgatus	Bacteroides eggerthii	Bacteroides ovatus	Bacteroides stercoris	Bacteroides caccae	Bacteroides massiliensis	Bacteroides cellulosilyticus	Bacteroides plebeius	Bacteroides coprocola	Bacteroides intestinalis	Bacteroides dorei	Bacteroides xylanisolvens	Bacteroides faecis	Bacteroides mediterraneensis	Bacteroides cellulosilyticus CAG:158	Bacteroides coprocola CAG:162	Bacteroides sp.	Bacteroides sp. UNK.MGS-14	Bacteroides sp. NMBE5	Bacteroides sp. AF39-10AT	Bacteroides sp. AM16-15	Bacteroidaceae bacterium	Alistipes putredinis	Alistipes finegoldii	Alistipes onderdonkii	Alistipes shahii	Alistipes senegalensis	Alistipes finegoldii CAG:68	Alistipes putredinis CAG:67	Alistipes sp.	Alistipes sp. 3BBH6	Prevotella copri	Prevotella sp.	Prevotella sp. AM23-5	Odoribacter splanchnicus	Barnesiella intestinihominis	Parabacteroides distasonis	Parabacteroides merdae	Parabacteroides massiliensis
D04-OH-R1	-4.036	-9.4808	0.1675	-3.2656	-0.9727	-2.7887	-5.6681	-1.6308	-4.023	3.8775	-4.3325	0.9112	-0.0461	-3.7641	-5.3899	-3.1339	-5.414	-2.3937	3.7429	6.3057	3.0501	-4.8665	-3.0863	-4.6578	4.1081	4.7813	3.9568	2.6583	3.3482	3.8928	-3.0635	3.7261	3.3118	1.5902	3.1392	3.8507	3.2371	3.1759	3.5612	4.7421	4.2731	2.2422	2.483	-0.4758	2.1253	0.8956	0.3992	2.2855	-0.061	-2.0977	0.2017	3.0528	-0.4519	-7.8261	5.0381	2.368	4.1906	5.8458	2.4765	2.4207	1.116	-1.6629	-4.4656	3.6292	-5.8215	1.6082	7.646	3.9854	4.6923	3.0933	2.7785	-0.4179	6.3506	5.1609	3.2347	1.4743	-2.6391	3.2105	-5.1102	-11.9207	-11.9034	-3.1372	-8.7982	-10.5704	-2.6955	1.2397	1.485	5.2261	-1.3036	1.1944	3.8436	0.437	-6.6254	2.3381	3.2303	2.667	-1.0992	2.6532	-1.0143	3.1579	-3.169	-2.3636	-1.411	-12.5613	-0.8518	-0.7601	4.4647	1.1134	-4.8932	-4.8051	-6.218	2.4475	-4.2815	-3.4004	-6.1274	-4.2876	-0.7967	-3.1669	1.1054	0.8992	0.5142	3.4871	0.4948	-4.6637	-2.5614	0.2693	6.4657	5.1464	5.2897	3.4284	1.5456	1.061	-0.1013	3.9142
D01-OR-R3	-3.501	-12.0376	-1.1139	-3.7461	-0.3881	-4.3801	-3.7933	-8.1348	3.3288	-6.7545	-0.1038	1.9367	1.1895	-4.9121	-6.5452	-0.4107	-6.188	-1.0006	5.4386	-5.4654	2.3798	-7.0843	-5.8215	-6.1971	5.4015	3.1639	-1.9515	5.6894	6.0151	3.9851	2.2653	-0.5758	2.411	3.3698	-10.5027	-1.6767	-0.1815	-1.63	-2.5146	5.3628	5.7176	4.7475	4.7254	1.4662	4.6936	4.5238	5.4963	5.4807	3.4755	-1.369	5.3429	4.0622	2.3019	-6.7919	-4.7003	1.391	4.0769	1.378	-4.2503	-4.9873	-3.4894	3.6712	5.9609	6.0424	3.3428	4.3154	7.5482	-1.2801	1.0901	2.9935	2.8987	2.1423	6.922	5.2289	4.4471	0.4063	-3.6285	-2.9011	-6.9993	-9.3595	-11.2835	-7.3318	-8.4492	3.1957	-7.8238	0.7137	-0.0432	-2.5582	-1.9843	-5.1331	5.0548	-3.7397	-4.307	5.1438	3.9064	1.9566	-0.7584	6.3338	-1.2505	6.7172	-2.868	6.4874	0.2969	-5.3443	4.978	3.1935	8.115	0.1623	-3.1985	2.6867	-5.7407	-1.3051	-2.8326	-4.9447	-4.7419	-5.273	2.1737	6.379	0.3678	6.9919	0.7211	-0.6348	-1.6667	1.9736	4.3228	5.211	-4.4508	-4.2329	-7.674	4.2257	0.8698	6.9523	2.7636	-3.7823
D09-OF-R2	-5.8424	-10.2734	3.8083	5.1907	4.2341	-5.0371	-10.2408	5.9889	-2.9178	-2.1792	-4.6202	0.825	0.0921	-7.6636	-6.9437	-4.0249	-6.8709	-3.277	3.0213	-6.2259	-6.5364	4.0508	-12.8558	-12.6904	3.5863	-0.2184	-3.6052	-0.181	3.5284	-1.341	-0.1381	-2.989	1.0476	2.7091	-8.4133	-4.6705	-4.6202	-5.0303	-4.586	4.8718	3.2119	2.9431	3.9989	-0.0627	3.5575	2.9028	2.8785	3.7476	0.5659	0.2483	1.3625	0.6406	0.4901	-10.8401	1.0094	3.1276	1.8935	2.0067	-5.9372	-6.1652	-4.7541	2.1788	-0.4932	3.167	-0.1478	3.5215	6.5755	3.0238	2.3625	1.4895	2.1296	1.8294	4.2111	3.9014	-1.5309	-0.1958	2.799	-4.8286	-3.9284	-9.121	-10.3811	0.7465	-9.5232	-12.8861	4.0725	-4.5587	-4.5445	5.1396	0.9251	-1.7757	2.9562	2.1226	-6.6014	4.301	7.5141	5.589	0.2807	6.8209	0.6097	1.9709	-0.1699	4.8633	4.8967	-2.0947	3.8232	6.8904	3.8099	6.2408	5.8076	2.2649	-1.7286	3.1565	5.7543	-1.73	1.6174	-0.0203	6.4621	4.6935	4.3081	4.3831	1.1694	3.8117	4.2274	1.8881	2.3695	2.5406	-1.7455	-1.876	-4.6796	4.6767	1.0901	6.1918	3.46	-1.8611
D10-NF-R3	-4.3205	-9.6567	-0.0137	-4.7371	-0.1781	-4.4632	-10.3396	-11.7654	-1.1618	-7.4883	-1.5499	-5.8649	2.0774	-4.2926	-4.7466	3.7754	-1.879	-2.576	4.1313	-6.4448	-8.9897	-11.0534	-11.884	-7.7341	5.7405	1.0696	-1.8779	7.3214	0.0358	0.4489	5.9027	-1.666	6.101	6.1707	-4.6038	-2.9599	-3.1188	-1.6923	-4.3976	2.6592	5.3151	2.131	5.753	5.949	5.5905	5.2125	7.0697	7.0188	-0.8438	0.6766	1.7517	0.7247	5.699	-10.8714	-5.3054	-3.4989	-0.7996	1.4222	-3.8949	-5.3447	-4.9551	0.67	-10.4567	5.6808	-5.7468	2.0746	2.4967	-3.1714	-4.9096	-4.6927	-4.6088	-0.6281	7.0666	5.2795	-5.6292	5.5985	-7.6828	-2.3288	5.189	4.0346	6.3723	5.1579	-8.0849	-9.9264	-10.5195	-3.1231	-6.8735	-2.9333	-10.3662	-4.5027	3.7883	7.4441	5.8217	2.4272	7.8818	9.6316	-0.4126	7.5238	1.098	6.5344	6.551	7.2766	4.3363	2.8538	6.3072	7.4951	3.996	5.7175	-0.7595	5.7159	5.3116	4.46	-2.1945	2.8698	2.9176	5.1072	1.039	4.3345	0.9624	3.5962	1.8641	-2.1907	1.076	0.6897	0.6882	-3.847	-4.4939	-1.2698	-7.6751	3.7437	4.8672	5.8709	3.8371	0.9934
D07-NF-R1	-7.0954	-11.7707	-2.175	-4.4307	-0.1417	-4.1486	2.5927	-9.2316	-2.9573	-1.4559	-4.0741	2.1347	1.0435	-5.9173	-6.0876	3.5515	-5.533	-2.9372	4.9611	-4.2275	-7.5814	-8.795	-4.6116	-7.9576	2.8736	3.7501	-2.7827	-0.9371	0.4187	-0.915	2.6164	3.0875	3.5509	4.1091	3.0091	3.0042	2.9485	2.4032	0.7055	7.6138	4.9503	4.3533	5.3997	1.7715	3.7864	3.5135	4.5501	6.1244	3.9033	1.4803	4.7105	4.3405	2.8071	-4.8279	-5.7897	0.4187	3.5344	3.511	-3.8258	-5.5312	5.1581	4.1247	2.1653	4.7094	7.0645	5.6377	8.031	3.0006	2.908	2.2026	2.3422	3.7682	7.4907	4.4269	-0.2516	-0.7594	5.5385	-3.289	-6.0436	-10.5854	-10.073	-6.0651	-7.1166	-13.4134	-7.6903	-3.5339	-3.4117	6.1178	-1.5849	-1.1377	4.8551	-2.4068	-6.355	1.8038	7.176	7.4065	-2.7483	1.6883	-1.4105	5.1149	-2.9764	4.0569	-1.0333	-9.5283	4.2272	3.3468	2.6167	-0.925	-3.9834	2.5444	-8.4082	-0.1822	-3.8572	-0.8432	-1.3182	-3.9789	0.7227	4.4828	1.4903	4.0678	3.4964	0.3051	1.2337	0.7504	1.488	4.6471	-3.8664	-3.7972	-8.479	3.6081	3.8637	2.8145	5.4393	-4.6702
D09-ZF-R2	-4.5432	-10.6649	3.4267	4.8733	4.0979	-5.4664	-11.3043	5.117	-3.7155	-3.0625	-4.2173	1.9044	0.1724	-7.3314	-6.1512	-3.3472	-7.2084	-2.0872	3.2823	-5.3453	-5.6578	3.8503	-13.372	-11.2395	3.367	0.3628	-3.0188	-0.0106	3.0724	-0.9292	0.3052	-2.3207	2.3235	3.149	-7.517	-4.0826	-4.3131	-4.2088	-4.1654	5.37	3.7349	4.0885	4.9792	0.6269	4.4543	3.64	3.6696	4.7817	1.0624	1.7796	1.8016	0.6521	0.9597	-10.2664	1.9713	3.0295	2.3518	3.1112	-5.8573	-5.9169	-4.255	2.6373	0.2307	3.8862	0.6001	4.2276	7.9727	4.0926	3.872	2.4757	3.0766	2.5352	4.8985	4.6553	-0.4626	0.3084	2.7619	-4.0747	-4.0466	-8.1833	-13.055	1.3115	-9.2697	-13.2944	3.9446	-4.146	-4.3419	6.3077	1.9926	-0.6906	4.2747	3.2644	-5.9459	3.2231	6.5295	4.6091	-0.6901	5.7061	-0.3398	0.8727	-1.253	3.9315	3.9055	-2.8114	2.7819	5.9845	2.711	5.1525	4.8154	1.3558	-2.6299	2.1637	4.7797	-3.0205	0.6724	-0.9775	5.4681	3.6705	3.0492	3.0731	0.0789	2.4684	2.9722	0.8748	1.209	1.1424	-3.1721	-2.8426	-5.5693	3.4796	0.147	5.2038	2.4715	-2.805
D08-OH-R3	-9.1645	-11.2963	-2.3276	-3.343	1.3361	-2.1353	-7.1731	-6.9304	0.3814	-6.3769	-1.0183	4.9886	1.56	-4.453	-5.9711	-4.6473	-4.3276	-2.3567	4.3351	-4.2499	-6.8736	-9.2808	-12.0835	-12.1262	4.3098	3.611	-1.3656	6.2323	-1.5326	1.0321	-4.7543	-1.6503	1.7612	1.352	-10.6344	-0.4806	-9.1326	-5.4828	-5.6598	4.5186	5.7593	3.0408	2.8868	1.4506	3.1665	4.2866	3.1156	4.8947	1.7206	3.0004	3.0395	2.8375	-2.4626	-10.3211	-5.5362	2.3794	3.9086	3.4679	-4.3369	-4.6306	1.9472	2.012	6.4131	5.4541	4.4001	2.6681	9.1469	0.2512	3.0501	4.0296	2.862	3.6823	5.1803	6.2457	2.6169	0.1946	-4.28	-3.4591	-9.6312	-10.6464	-12.3395	4.8274	-7.5215	-12.3436	-7.8176	4.5285	3.5826	1.7734	-0.0275	-2.9658	1.3814	2.4656	-5.0585	5.5725	7.6712	6.7534	8.8541	6.9456	8.5088	6.5684	0.1755	5.0441	0.2689	-6.7839	1.1465	5.869	4.2621	3.1024	-2.1726	-2.3922	-7.0454	-0.8136	4.1343	-2.9347	9.4061	-1.4268	-0.9717	6.7815	6.3088	7.1184	3.8884	0.7449	5.8376	2.7928	3.755	1.2535	-1.993	-3.7318	-8.7757	5.6739	-2.7061	6.7989	5.0072	-1.3764
D08-ZR-R1	-9.676	-12.2363	-2.9502	-3.9726	0.3863	-3.4171	-8.3406	-7.4211	0.6363	-6.0654	-0.8114	2.8757	1.4096	-5.9466	-5.936	-4.6034	-3.7816	-0.7581	4.5978	-3.7499	-6.3053	-10.9151	-12.3111	-10.3266	4.6014	3.3656	-1.1451	5.8496	-1.3785	1.2313	-4.4939	-1.8192	2.6143	1.7972	-10.4262	-1.8628	-6.8983	-5.3517	-6.003	5.2218	5.7475	3.498	2.9544	1.9789	3.986	5.6083	3.5807	5.1842	1.6032	3.4758	3.0906	3.4841	-2.235	-7.6871	-6.7368	2.7043	4.5897	3.6403	-4.6423	-4.9672	2.9617	2.8253	5.7864	5.4464	3.7228	3.4455	8.0007	-0.3948	2.0299	3.0131	1.7969	4.5335	5.2308	5.0245	0.4741	0.1612	-4.241	-3.4332	-8.0821	-10.0659	-11.4756	5.6627	-8.3133	-10.9051	-7.8818	4.8955	3.8981	1.2181	0.1195	-3.4706	1.4978	3.2333	-4.7962	5.4554	7.6926	6.7457	8.8813	6.8403	8.5291	6.53	0.2742	4.8839	0.1728	-6.4427	1.1234	5.8409	4.3348	3.0277	-2.1111	-2.6302	-7.4397	-1.0206	4.2449	-3.5058	9.356	-1.5973	-0.87	6.8165	6.0431	6.8774	3.7474	0.5252	5.5913	2.8628	3.7041	0.99	-1.8077	-3.9788	-9.6629	5.7548	-2.2021	6.743	4.9157	-1.6948
D08-ZF-R2	-8.8506	-11.7662	-2.8718	-3.2748	0.1041	-3.6469	-8.6679	-8.1673	-0.2849	-6.5082	-0.5291	3.0278	1.5834	-4.9049	-6.1769	-3.3624	-3.1716	-0.3903	4.6548	-4.6554	-7.5969	-8.3636	-11.6977	-10.2083	4.1951	2.9498	-1.2878	7.0421	-0.6819	1.5241	-4.1492	-1.0218	3.7361	2.8954	-7.3115	-0.6714	-6.6386	-4.6362	-5.0541	6.5065	6.028	4.8834	5.0825	2.8959	5.2816	6.7193	5.2054	6.6132	3.2568	4.8521	4.7265	3.688	-1.2192	-8.951	-6.0095	2.1354	4.2919	2.717	-5.2081	-5.1098	3.9701	3.9506	6.3587	6.5005	4.2997	4.3881	8.5041	0.0148	2.5017	3.4721	2.3764	5.4586	6.0564	4.8612	0.6321	-0.3597	-3.0988	-2.9813	-8.6646	-11.8668	-12.0154	4.5703	-6.4087	-11.756	-7.8783	3.628	2.668	2.9375	1.4773	-1.7133	3.4853	4.4815	-3.9162	4.5207	6.558	5.8372	7.9314	5.87	7.5773	5.6791	-0.9468	3.8121	-0.7364	-8.947	0.2772	4.996	3.2269	2.0744	-2.9519	-3.6575	-9.2753	-1.9642	3.358	-4.1298	8.5205	-2.4896	-1.8947	5.6764	4.925	5.7302	2.6038	-0.6233	4.4656	1.757	2.5385	-0.1974	-2.6058	-4.5169	-10.8709	4.6377	-3.5406	5.8378	4.0131	-2.5601
D08-ZF-R3	-4.7557	-11.162	-2.9572	-3.941	0.178	-3.2001	-8.6876	-8.6865	-0.4037	-6.5943	-0.728	3.3878	0.8984	-5.6918	-5.2988	-3.6129	-3.287	-1.3101	4.5725	-4.6112	-7.2012	-8.9987	-11.1459	-10.2923	4.0723	3.0041	-1.454	6.868	-0.8353	1.3829	-4.1232	-1.1387	3.6933	2.8069	-10.8551	-1.0032	-6.7194	-4.8687	-4.9597	6.1768	5.8265	4.6607	4.9601	2.7147	5.0207	6.6313	5.1429	6.5228	3.175	4.7878	4.6931	3.4393	-1.3846	-8.9781	-6.5716	2.0025	4.0825	2.843	-5.0199	-5.0433	3.971	3.7306	6.174	6.3964	4.1049	4.2536	8.4081	0.0244	2.3914	3.4127	2.2735	5.3874	5.9894	5.0524	1.0313	-0.3956	-3.3573	-3.0876	-7.5275	-9.9253	-10.6256	4.3764	-7.8431	-12.0176	-8.1033	3.5535	2.5961	2.7349	1.5372	-2.1352	3.4304	4.3723	-4.0685	4.5563	6.6144	5.8192	7.9081	5.8434	7.5474	5.6902	-0.7032	3.8268	-0.7607	-7.2176	0.1988	4.9301	3.3201	2.0674	-2.9831	-3.6574	-8.0398	-1.795	3.2941	-3.7799	8.4471	-2.5359	-1.8483	5.8522	5.1171	5.8411	2.817	-0.4315	4.6537	1.8809	2.7079	-0.0397	-2.6496	-4.7341	-10.5529	4.7364	-3.4467	5.817	3.9788	-2.4279
D02-NF-R3	-5.0022	-11.0359	0.632	-2.1407	-2.2603	-4.5586	-9.1793	-9.2286	-2.0113	-7.9967	-4.7473	2.2006	1.1056	-5.9188	-5.8918	4.2166	-4.8585	-1.8561	4.6205	-4.5371	-10.33	-4.0448	-4.6258	-4.7451	4.2731	3.031	-1.6056	5.3752	4.2646	1.8531	0.4181	-0.7689	2.9342	2.5142	-5.5259	-0.8562	-4.8513	-1.3781	-4.3224	3.2296	6.8054	3.1945	4.3271	3.2816	4.4054	4.3808	4.3277	4.9091	2.7349	5.2668	4.2361	0.9864	0.7897	-10.9175	-7.7518	1.6805	1.3351	4.0521	3.8101	3.8028	6.1908	-0.1283	-4.1211	6.543	-4.9291	5.2922	7.322	2.4116	1.1113	0.5252	0.9059	3.5098	4.9126	6.2612	4.5712	-1.4391	1.6406	-2.569	-10.3322	-11.609	-12.7104	3.0301	-9.0331	-12.6895	-8.5404	4.8259	5.2411	-5.8089	5.3344	-5.7737	-3.2965	1.5647	-4.824	3.9314	4.5798	6.8421	-0.8562	6.314	7.8354	5.0325	0.1505	4.9291	2.3156	4.0615	4.1135	6.6249	3.0138	0.1351	-0.319	3.7519	6.2263	4.8513	0.3631	-1.0589	2.2184	-0.273	0.9412	-3.5813	1.1538	1.2344	2.965	-2.3891	1.9352	-2.2735	0.3163	-3.4344	-4.5286	-1.7984	-6.2311	3.2336	-3.8393	5.5958	3.3036	-2.8235
D08-ZR-R2	-5.1105	-12.3058	-2.9211	-3.7971	0.3391	-2.9491	-8.6713	-7.4467	-0.0282	-6.518	-0.7623	3.2285	1.3635	-5.1989	-5.4913	-3.3913	-3.2228	-0.4439	4.4085	-4.466	-7.4605	-7.9952	-12.2276	-12.5185	4.0028	2.7873	-1.4015	6.1841	-0.9067	1.0315	-4.149	-1.4075	3.7373	2.8927	-9.3573	-1.1284	-6.7655	-4.7026	-5.144	6.1491	5.7883	4.5697	5.1747	2.8175	5.1268	6.6949	5.1056	6.5173	3.1009	4.7864	4.6061	3.2617	-1.3793	-10.6144	-6.9368	2.1533	4.085	2.7545	-5.1662	-5.4171	3.3501	4.1042	6.3621	6.4845	4.2809	4.2776	7.6834	-0.6292	1.7086	2.7508	1.6954	5.3128	5.926	4.9969	0.8643	-0.5125	-3.1471	-2.926	-7.9919	-10.3676	-9.8008	5.0071	-6.7037	-12.1875	-8.3805	3.8747	2.8854	2.9386	1.5897	-1.9257	3.3391	4.3584	-4.0031	4.6143	6.8345	5.9384	8.016	6.059	7.6105	5.6816	-0.565	4.066	-0.6441	-7.0736	0.3262	5.1016	3.3253	2.1618	-2.9002	-3.3414	-9.3464	-1.7555	3.4888	-3.79	8.5944	-2.2964	-1.715	5.7313	5.008	5.8576	2.7308	-0.503	4.5411	1.79	2.6316	-0.042	-2.4821	-4.4282	-8.5424	4.8266	-3.3815	5.8527	4.0913	-2.5523
D02-OH-R2	-5.0107	-10.5885	1.2228	-3.5882	-2.4843	-4.1842	-10.1571	-10.971	-2.0459	-6.9334	-4.9858	2.5028	0.49	-4.312	-6.5731	4.183	-4.3783	-2.259	4.4912	-4.4662	-9.8087	-3.8581	-4.3537	-4.4179	4.0917	3.3347	-1.9705	4.8842	3.3161	1.5889	0.2768	-0.9115	2.7598	2.218	-5.5795	-0.829	-5.4053	-1.5347	-4.5538	2.5844	6.4508	2.5421	3.6155	3.7858	3.9529	4.3009	4.6579	4.7688	2.424	6.1017	3.8615	0.735	0.6501	-10.9556	-7.2153	2.0571	0.8154	4.3324	4.2391	4.235	5.0667	-0.291	-4.0653	6.5344	-5.8123	4.8904	7.3205	2.2128	1.1548	0.2529	0.8296	3.0545	4.7575	5.8772	4.7789	-1.4131	0.6007	-2.7525	-10.1459	-11.2923	-12.8553	2.6383	-9.2938	-12.7576	-9.1273	4.8995	5.3016	-5.8875	4.5528	-5.6898	-3.711	0.7907	-5.7737	4.6681	4.7434	7.1422	-0.754	6.8158	7.8464	5.5622	0.626	5.1655	2.7354	4.5538	4.3824	6.4475	3.4228	0.4287	0.1233	4.0204	6.7987	5.3568	0.5691	-1.132	2.0726	-0.173	1.4004	-3.3195	1.8572	1.8347	3.3689	-1.9787	2.5808	-2.0765	0.4971	-2.6846	-3.9902	-1.6056	-5.768	3.2485	-3.287	5.8344	3.5857	-2.7048
D09-ZR-R1	-3.6059	-11.9295	3.7168	5.1226	4.4	-4.8962	-10.1411	5.6046	-3.0866	-2.3828	-4.5735	1.662	0.3728	-8.173	-6.4732	-5.0032	-7.2188	-2.7751	3.7251	-5.0326	-6.0521	3.6948	-11.327	-12.1775	4.024	0.125	-3.4971	0.1907	3.5674	-0.861	-1.3375	-3.065	0.9086	1.8005	-8.4048	-4.8878	-4.1903	-4.9512	-4.4754	4.469	3.4433	2.3986	2.841	0.0127	3.4163	2.5018	2.2942	3.757	0.5361	1.5907	1.3193	0.9692	-0.6104	-10.3187	1.5591	3.3673	2.484	3.0903	-5.7421	-6.0427	-4.3023	3.1445	-0.0116	3.1988	0.3937	3.589	7.4102	3.0608	3.2088	1.8871	2.5179	1.8188	4.4622	4.7217	-0.7223	0.7314	1.7417	-4.3325	-3.6061	-9.1516	-13.9013	2.0691	-8.5156	-12.1827	4.356	-3.6179	-4.0323	5.0705	1.652	-1.871	3.0481	2.1857	-6.7309	3.9663	7.2209	5.3172	-0.0663	6.461	0.3035	1.5627	-0.561	4.605	4.5662	-2.2408	3.4977	6.6725	3.4611	5.8478	5.4742	1.9995	-2.0621	2.8293	5.4392	-2.1401	1.4087	-0.3613	6.1242	4.405	3.7018	3.8646	0.8562	3.1495	3.6063	1.6571	1.9655	1.9889	-2.2429	-2.2239	-5.084	4.1202	0.8697	5.9307	3.1415	-2.0543
D07-ZH-R3	-7.625	-10.3938	-2.4578	-4.3987	-0.5739	-3.4763	6.7679	-8.6749	-2.5108	2.5184	-4.1564	1.2037	1.0756	-6.7436	-5.6259	1.5196	-5.0969	-2.0177	4.6922	-5.1864	-8.1109	-7.0606	-2.2268	-5.7407	3.2521	3.6377	-2.9477	-0.6158	-0.1472	-0.8895	1.377	3.1453	2.8469	3.3452	3.0771	3.1275	3.0588	2.4797	0.8248	6.6344	4.98	3.9321	4.359	1.5566	3.1289	3.6813	4.8283	5.7989	3.7514	2.2227	4.6146	5.3255	1.9078	-4.1892	-6.1929	1.8355	3.5271	4.481	-3.6676	-5.3633	3.5052	4.7672	2.3835	4.335	7.3677	5.4297	7.6073	2.4935	3.1	1.6874	1.8734	3.564	7.2058	3.8938	-1.038	-0.6742	3.7782	-3.5851	-6.2468	-10.9655	-12.8239	-6.3544	-7.0331	-12.1027	-7.6748	-3.0379	-2.5278	4.9005	-2.9404	-2.189	3.4589	-3.1589	-7.5149	2.327	7.2768	8.0253	-2.7481	1.5738	-1.4302	4.6378	-2.5737	3.443	-0.7099	-10.1273	3.7202	3.3182	2.4373	-0.6977	-3.5869	1.893	-8.1198	-0.1629	-3.0789	-0.2219	-0.8549	-3.6277	-0.0703	5.8211	1.9562	4.327	3.2397	0.0697	1.6927	1.9678	2.3315	5.0176	-4.3269	-3.0705	-10.0293	3.5162	3.2591	2.7501	5.6206	-4.6929
D05-ZF-R2	-3.8099	-10.1598	-4.033	-0.702	2.8822	-1.8834	-10.2137	5.2531	4.7925	-5.4276	6.6856	-4.6778	0.3063	-5.0528	-5.337	3.3902	-6.4851	-1.5931	3.2168	-4.0528	-4.2064	-2.4031	5.6956	5.7198	2.6468	2.7884	-2.8775	2.4502	2.724	0.4279	-4.7056	-1.7183	2.2643	1.6668	-7.068	-6.0563	-1.9202	-4.0037	-7.1989	2.7107	4.4325	3.8243	5.2459	1.8622	0.9081	3.1893	5.3725	5.2581	4.8171	-1.3158	5.8654	1.2244	-1.627	-12.4693	2.6254	-5.5714	1.875	3.0134	-3.9666	-3.1524	-3.5597	2.5128	1.0619	4.2216	1.5331	3.6036	6.4156	-1.2281	0.2051	3.7165	3.859	1.4804	4.8635	2.7806	-4.0293	1.1133	-3.8993	-3.5103	-5.0357	-5.5465	-12.5154	-10.7663	5.5503	4.4911	-5.2513	-2.4002	-2.2832	5.9068	-0.2513	4.6056	6.6182	2.8757	-1.2493	5.8924	6.75	8.7255	-1.543	7.5862	6.2858	1.6607	-3.5416	-1.0564	-1.8276	-7.7988	-1.5811	3.1868	3.7836	-0.3234	-4.585	-9.491	-5.3609	1.1081	1.0895	5.3836	-0.7948	-0.2117	0.1545	-1.1953	0.8807	1.417	3.4011	-0.1789	0.6169	-2.5135	0.2668	-1.5013	-2.1529	-2.9287	-6.0422	2.8366	3.3106	7.9483	6.4014	-1.3939
