Well	Well96	PCR_Replicate	Plate	SampleName	SampleNameFull	Omit	Sample	Target	Task	Dyes	Cq	Cq.Conf	Amp.Score	Amp.Status	Annotated	Baseline.Start	Baseline.End	Curve.Quality	Result.Quality.Issues
K2	F1	Rep2	Plate 4	D09_ZR_R1_10	D09_ZR_R1_10_Rep2	false	Sample	16S	Unknown	SYBR	12.445155164012267	0.882048911835646	3.5123846003096	Amp	false	3	6	NA	NA
K3	F2	Rep1	Plate 4	D09_ZR_R1_100	D09_ZR_R1_100_Rep1	false	Sample	16S	Unknown	SYBR	15.662596630828958	0.846985866288065	3.50916187978047	Inconclusive	false	3	8	NA	NA
K4	F2	Rep2	Plate 4	D09_ZR_R1_100	D09_ZR_R1_100_Rep2	false	Sample	16S	Unknown	SYBR	14.378392757769436	0.8270903001952415	3.45888808171677	Amp	false	3	8	NA	NA
K5	F3	Rep1	Plate 4	D09_ZR_R1_1,000	D09_ZR_R1_1,000_Rep1	false	Sample	16S	Unknown	SYBR	Undetermined	0	NA	Inconclusive	false	3	39	NA	NA
K6	F3	Rep2	Plate 4	D09_ZR_R1_1,000	D09_ZR_R1_1,000_Rep2	false	Sample	16S	Unknown	SYBR	18.14334694766412	0.8251262169040355	NA	Amp	false	3	10	NA	NA
K7	F4	Rep1	Plate 4	D09_ZR_R1_10,000	D09_ZR_R1_10,000_Rep1	false	Sample	16S	Unknown	SYBR	21.16149036434294	0.8354606162994186	3.52614544407911	Amp	false	3	11	NA	NA
K8	F4	Rep2	Plate 4	D09_ZR_R1_10,000	D09_ZR_R1_10,000_Rep2	false	Sample	16S	Unknown	SYBR	21.6830524086726	0.8962052399760607	3.52449750086585	Amp	false	3	13	NA	NA
K9	F5	Rep1	Plate 4	D09_ZR_R1_100,000	D09_ZR_R1_100,000_Rep1	false	Sample	16S	Unknown	SYBR	24.45394180844928	0.8547928892979794	3.48540758208823	Amp	false	3	12	NA	NA
L1	F1	Rep3	Plate 4	D09_ZR_R1_10	D09_ZR_R1_10_Rep3	false	Sample	16S	Unknown	SYBR	12.45374122494913	0.9034926225091274	3.50650315682254	Amp	false	3	6	NA	NA
L10	F5	Rep4	Plate 4	D09_ZR_R1_100,000	D09_ZR_R1_100,000_Rep4	true	Sample	16S	Unknown	SYBR	Undetermined	Undetermined	NA	N/A	false	0	0	NA	NA
L11	F6	Rep3	Plate 4	D09_ZR_R1_1,000,000	D09_ZR_R1_1,000,000_Rep3	false	Sample	16S	Unknown	SYBR	25.327235505090123	0.9013600195717609	3.51718275729658	Amp	false	3	14	NA	NA
L12	F6	Rep4	Plate 4	D09_ZR_R1_1,000,000	D09_ZR_R1_1,000,000_Rep4	true	Sample	16S	Unknown	SYBR	Undetermined	Undetermined	NA	N/A	false	0	0	NA	NA
L2	F1	Rep4	Plate 4	D09_ZR_R1_10	D09_ZR_R1_10_Rep4	true	Sample	16S	Unknown	SYBR	Undetermined	Undetermined	NA	N/A	false	0	0	NA	NA
L3	F2	Rep3	Plate 4	D09_ZR_R1_100	D09_ZR_R1_100_Rep3	false	Sample	16S	Unknown	SYBR	15.462896503367926	0.8626399015574946	3.51777632207111	Amp	false	3	8	NA	NA
L4	F2	Rep4	Plate 4	D09_ZR_R1_100	D09_ZR_R1_100_Rep4	true	Sample	16S	Unknown	SYBR	Undetermined	Undetermined	NA	N/A	false	0	0	NA	NA
L5	F3	Rep3	Plate 4	D09_ZR_R1_1,000	D09_ZR_R1_1,000_Rep3	false	Sample	16S	Unknown	SYBR	Undetermined	0	NA	Inconclusive	false	3	39	NA	NA
L6	F3	Rep4	Plate 4	D09_ZR_R1_1,000	D09_ZR_R1_1,000_Rep4	true	Sample	16S	Unknown	SYBR	Undetermined	Undetermined	NA	N/A	false	0	0	NA	NA
L7	F4	Rep3	Plate 4	D09_ZR_R1_10,000	D09_ZR_R1_10,000_Rep3	false	Sample	16S	Unknown	SYBR	21.309057605840472	0.8339299684281131	3.49083602950359	Amp	false	3	11	NA	NA
L8	F4	Rep4	Plate 4	D09_ZR_R1_10,000	D09_ZR_R1_10,000_Rep4	true	Sample	16S	Unknown	SYBR	Undetermined	Undetermined	NA	N/A	false	0	0	NA	NA
L9	F5	Rep3	Plate 4	D09_ZR_R1_100,000	D09_ZR_R1_100,000_Rep3	false	Sample	16S	Unknown	SYBR	24.30903444825281	0.8771122184639057	3.47833155971449	Amp	false	3	12	NA	NA
M1	G1	Rep1	Plate 4	standardB_1,000	standardB_1,000_Rep1	false	Sample	16S	Unknown	SYBR	6.98755131760616	0.9926306771772727	3.50834974664515	Amp	false	3	3	NA	NA
M10	G5	Rep2	Plate 4	standardB_10,000,000	standardB_10,000,000_Rep2	false	Sample	16S	Unknown	SYBR	20.277024207092616	0.978392694599616	3.46986919561917	Amp	false	3	10	NA	NA
M11	G6	Rep1	Plate 4	standardB_100,000,000	standardB_100,000,000_Rep1	false	Sample	16S	Unknown	SYBR	23.22787856912047	0.9619409554665689	3.4656056171501	Amp	false	3	12	NA	NA
M12	G6	Rep2	Plate 4	standardB_100,000,000	standardB_100,000,000_Rep2	false	Sample	16S	Unknown	SYBR	23.415067810635605	0.936016062600634	3.48080768386166	Amp	false	3	12	NA	NA
M2	G1	Rep2	Plate 4	standardB_1,000	standardB_1,000_Rep2	false	Sample	16S	Unknown	SYBR	7.21697482962583	0.9868797851408962	3.51515857825659	Amp	false	3	4	NA	NA
M3	G2	Rep1	Plate 4	standardB_10,000	standardB_10,000_Rep1	false	Sample	16S	Unknown	SYBR	9.619317512400617	0.9905484498763	3.51884994892966	Amp	false	3	5	NA	NA
M4	G2	Rep2	Plate 4	standardB_10,000	standardB_10,000_Rep2	false	Sample	16S	Unknown	SYBR	9.738236604793109	0.9958740903614057	3.5218568294487	Amp	false	3	5	NA	NA
M5	G3	Rep1	Plate 4	standardB_100,000	standardB_100,000_Rep1	false	Sample	16S	Unknown	SYBR	13.196245968000873	0.9894553279304162	3.50255057819537	Amp	false	3	7	NA	NA
M6	G3	Rep2	Plate 4	standardB_100,000	standardB_100,000_Rep2	false	Sample	16S	Unknown	SYBR	13.38715200881865	0.9876670767124596	3.5148208096435	Amp	false	3	7	NA	NA
M7	G4	Rep1	Plate 4	standardB_1,000,000	standardB_1,000,000_Rep1	false	Sample	16S	Unknown	SYBR	16.574327032752798	0.9890344027447228	3.51052247227444	Amp	false	3	9	NA	NA
M8	G4	Rep2	Plate 4	standardB_1,000,000	standardB_1,000,000_Rep2	false	Sample	16S	Unknown	SYBR	16.770950790402424	0.9794191987149653	3.48152890591819	Amp	false	3	8	NA	NA
M9	G5	Rep1	Plate 4	standardB_10,000,000	standardB_10,000,000_Rep1	false	Sample	16S	Unknown	SYBR	20.136384300452505	0.9657844698637252	3.46389575840909	Amp	false	3	10	NA	NA
N1	G1	Rep3	Plate 4	standardB_1,000	standardB_1,000_Rep3	false	Sample	16S	Unknown	SYBR	6.932150457203424	0.9910463560888371	3.51682154961264	Amp	false	3	3	NA	NA
N10	G5	Rep4	Plate 4	standardB_10,000,000	standardB_10,000,000_Rep4	true	Sample	16S	Unknown	SYBR	Undetermined	Undetermined	NA	N/A	false	0	0	NA	NA
N11	G6	Rep3	Plate 4	standardB_100,000,000	standardB_100,000,000_Rep3	false	Sample	16S	Unknown	SYBR	23.441003490721215	0.9446329788822787	3.4803515421727	Amp	false	3	13	NA	NA
N12	G6	Rep4	Plate 4	standardB_100,000,000	standardB_100,000,000_Rep4	true	Sample	16S	Unknown	SYBR	Undetermined	Undetermined	NA	N/A	false	0	0	NA	NA
N2	G1	Rep4	Plate 4	standardB_1,000	standardB_1,000_Rep4	true	Sample	16S	Unknown	SYBR	Undetermined	Undetermined	NA	N/A	false	0	0	NA	NA
N3	G2	Rep3	Plate 4	standardB_10,000	standardB_10,000_Rep3	false	Sample	16S	Unknown	SYBR	9.726849663353711	0.9966873744862229	3.53634596425956	Amp	false	3	5	NA	NA
N4	G2	Rep4	Plate 4	standardB_10,000	standardB_10,000_Rep4	true	Sample	16S	Unknown	SYBR	Undetermined	Undetermined	NA	N/A	false	0	0	NA	NA
N5	G3	Rep3	Plate 4	standardB_100,000	standardB_100,000_Rep3	false	Sample	16S	Unknown	SYBR	13.500780281287739	0.9831363515840377	3.51064330574602	Amp	false	3	7	NA	NA
N6	G3	Rep4	Plate 4	standardB_100,000	standardB_100,000_Rep4	true	Sample	16S	Unknown	SYBR	Undetermined	Undetermined	NA	N/A	false	0	0	NA	NA
N7	G4	Rep3	Plate 4	standardB_1,000,000	standardB_1,000,000_Rep3	false	Sample	16S	Unknown	SYBR	16.946199648041265	0.9843030034511048	3.51012390212299	Amp	false	3	9	NA	NA
N8	G4	Rep4	Plate 4	standardB_1,000,000	standardB_1,000,000_Rep4	true	Sample	16S	Unknown	SYBR	Undetermined	Undetermined	NA	N/A	false	0	0	NA	NA
N9	G5	Rep3	Plate 4	standardB_10,000,000	standardB_10,000,000_Rep3	false	Sample	16S	Unknown	SYBR	20.231708009592417	0.961302513394255	3.47536844413668	Amp	false	3	10	NA	NA
O1	H1	Rep1	Plate 4	standardF_1,000	standardF_1,000_Rep1	false	Sample	16S	Unknown	SYBR	6.769271648438442	0.9911514597542148	3.52334015729228	Amp	false	3	3	NA	NA
O10	H5	Rep2	Plate 4	standardF_10,000,000	standardF_10,000,000_Rep2	false	Sample	16S	Unknown	SYBR	17.475022530343416	0.9768348494134443	3.47397194484933	Amp	false	3	10	NA	NA
O11	H6	Rep1	Plate 4	standardF_100,000,000	standardF_100,000,000_Rep1	false	Sample	16S	Unknown	SYBR	20.379645572163042	0.9746569461447832	3.46919154302378	Amp	false	3	12	NA	NA
O12	H6	Rep2	Plate 4	standardF_100,000,000	standardF_100,000,000_Rep2	false	Sample	16S	Unknown	SYBR	20.317337041373356	0.9657583556045027	3.46694259174293	Amp	false	3	10	NA	NA
O2	H1	Rep2	Plate 4	standardF_1,000	standardF_1,000_Rep2	false	Sample	16S	Unknown	SYBR	6.893118057817505	0.9880770364493441	3.48974933008167	Amp	false	3	3	NA	NA
O3	H2	Rep1	Plate 4	standardF_10,000	standardF_10,000_Rep1	false	Sample	16S	Unknown	SYBR	9.244711574197652	0.9898289997851896	3.52103462137055	Amp	false	3	5	NA	NA
O4	H2	Rep2	Plate 4	standardF_10,000	standardF_10,000_Rep2	false	Sample	16S	Unknown	SYBR	9.154078460273187	0.9933536121095972	3.51189160470818	Amp	false	3	5	NA	NA
O5	H3	Rep1	Plate 4	standardF_100,000	standardF_100,000_Rep1	false	Sample	16S	Unknown	SYBR	11.518139085850777	0.9911674769168272	3.50969210140722	Amp	false	3	6	NA	NA
O6	H3	Rep2	Plate 4	standardF_100,000	standardF_100,000_Rep2	false	Sample	16S	Unknown	SYBR	11.783554614940314	0.9925864191193323	3.51593444772082	Amp	false	3	6	NA	NA
O7	H4	Rep1	Plate 4	standardF_1,000,000	standardF_1,000,000_Rep1	false	Sample	16S	Unknown	SYBR	14.249578016013373	0.9854586475361565	3.48065288263182	Amp	false	3	7	NA	NA
O8	H4	Rep2	Plate 4	standardF_1,000,000	standardF_1,000,000_Rep2	false	Sample	16S	Unknown	SYBR	14.603985630260475	0.9821290772149774	3.52181999023691	Amp	false	3	7	NA	NA
O9	H5	Rep1	Plate 4	standardF_10,000,000	standardF_10,000,000_Rep1	false	Sample	16S	Unknown	SYBR	17.07311313377768	0.9789242181378365	3.47421749891979	Amp	false	3	9	NA	NA
P1	H1	Rep3	Plate 4	standardF_1,000	standardF_1,000_Rep3	false	Sample	16S	Unknown	SYBR	6.897890635493216	0.9903113756658142	3.51066722662545	Amp	false	3	3	NA	NA
P10	H5	Rep4	Plate 4	standardF_10,000,000	standardF_10,000,000_Rep4	true	Sample	16S	Unknown	SYBR	Undetermined	Undetermined	NA	N/A	false	0	0	NA	NA
P11	H6	Rep3	Plate 4	standardF_100,000,000	standardF_100,000,000_Rep3	false	Sample	16S	Unknown	SYBR	20.36637233562302	0.9708826631394657	3.5065567099159	Amp	false	3	10	NA	NA
P12	H6	Rep4	Plate 4	standardF_100,000,000	standardF_100,000,000_Rep4	true	Sample	16S	Unknown	SYBR	Undetermined	Undetermined	NA	N/A	false	0	0	NA	NA
P2	H1	Rep4	Plate 4	standardF_1,000	standardF_1,000_Rep4	true	Sample	16S	Unknown	SYBR	Undetermined	Undetermined	NA	N/A	false	0	0	NA	NA
P3	H2	Rep3	Plate 4	standardF_10,000	standardF_10,000_Rep3	false	Sample	16S	Unknown	SYBR	9.53861773421168	0.9903025799133613	3.48347894251767	Amp	false	3	5	NA	NA
P4	H2	Rep4	Plate 4	standardF_10,000	standardF_10,000_Rep4	true	Sample	16S	Unknown	SYBR	Undetermined	Undetermined	NA	N/A	false	0	0	NA	NA
P5	H3	Rep3	Plate 4	standardF_100,000	standardF_100,000_Rep3	false	Sample	16S	Unknown	SYBR	12.081551415803002	0.98806629101061	3.51378573472946	Amp	false	3	6	NA	NA
P6	H3	Rep4	Plate 4	standardF_100,000	standardF_100,000_Rep4	true	Sample	16S	Unknown	SYBR	Undetermined	Undetermined	NA	N/A	false	0	0	NA	NA
P7	H4	Rep3	Plate 4	standardF_1,000,000	standardF_1,000,000_Rep3	false	Sample	16S	Unknown	SYBR	14.667317335717371	0.9816751681528053	3.49654769252176	Amp	false	3	7	NA	NA
P8	H4	Rep4	Plate 4	standardF_1,000,000	standardF_1,000,000_Rep4	true	Sample	16S	Unknown	SYBR	Undetermined	Undetermined	NA	N/A	false	0	0	NA	NA
P9	H5	Rep3	Plate 4	standardF_10,000,000	standardF_10,000,000_Rep3	false	Sample	16S	Unknown	SYBR	17.635344813242	0.9809844008413379	3.49904264026441	Amp	false	3	9	NA	NA
