Well,Well96,PCR_Replicate,Plate,SampleName,Donor,Condition,Replicate,SampleCode,SampleNameFull,Omit,Sample,Target,Task,Dyes,Cq,Cq.Conf,Amp.Score,Amp.Status,Annotated,Baseline.Start,Baseline.End,Curve.Quality,Result.Quality.Issues,logCopyNumber,CopyNumber,PlotOrder
K24,F12,Rep2,Plate2,D01_ZH_R2,D01,ZH,R2,2/2/15,D01_ZH_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,17.87731314,0.861261668,3.474975857,Amp,FALSE,3,10,NA,NA,5.72182287707641,87835813.2533538,7
K3,F2,Rep1,Plate2,D03_OF_R2,D03,OF,R2,2/4/19,D03_OF_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,12.95452127,0.912824411,3.471686248,Amp,FALSE,3,7,NA,NA,7.35730190365449,3794465891.23106,2
K4,F2,Rep2,Plate2,D03_OF_R2,D03,OF,R2,2/4/19,D03_OF_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,14.58768469,0.960007536,3.48154357,Amp,FALSE,3,13,NA,NA,6.81472269435216,1087856081.56529,2
K5,F3,Rep1,Plate2,PCO_B2_R2,PCO,B2,R2,2/2/17,PCO_B2_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,13.10403011,0.958120554,3.47115832,Amp,FALSE,3,7,NA,NA,7.30763119269103,3384386408.71053,7
K6,F3,Rep2,Plate2,PCO_B2_R2,PCO,B2,R2,2/2/17,PCO_B2_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,13.14598623,0.971925904,3.497519188,Amp,FALSE,3,7,NA,NA,7.29369228239203,3277487409.42126,7
K8,F4,Rep2,Plate2,D03_ZF_R2,D03,ZF,R2,2/3/09,D03_ZF_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,17.37491385,0.875706911,3.502669698,Amp,FALSE,3,9,NA,NA,5.88873294019934,128997617.669881,5
K9,F5,Rep1,Plate2,D04_OH_R2,D04,OH,R2,2/2/19,D04_OH_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,9.117704631,0.912189571,3.505113586,Amp,FALSE,3,5,NA,NA,8.63199181694352,71423407613.9162,4
L1,F1,Rep3,Plate2,D06_ZF_R2,D06,ZF,R2,2/2/04,D06_ZF_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,15.35738175,0.911117284,3.500134177,Amp,FALSE,3,8,NA,NA,6.55900938538206,603751378.007694,5
L11,F6,Rep3,Plate2,NCO_B4_R2,NCO,B4,R2,2/4/05,NCO_B4_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,25.77888729,0.88532,3.497550748,Amp,FALSE,3,14,NA,NA,3.09671518604651,208239.894781481,7
L13,F7,Rep3,Plate2,D02_OF_R2,D02,OF,R2,2/3/01,D02_OF_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,9.717801169,0.930473933,3.46338014,Amp,FALSE,3,5,NA,NA,8.43262419634552,45130791058.8791,2
L17,F9,Rep3,Plate2,D01_OH_R2,D01,OH,R2,2/3/20,D01_OH_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,10.81852211,0.911582976,3.489684055,Amp,FALSE,3,6,NA,NA,8.06693617607974,19443969255.1725,4
L21,F11,Rep3,Plate2,D04_OR_R2,D04,OR,R2,2/3/18,D04_OR_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,10.61482696,0.905892784,3.515446229,Amp,FALSE,3,5,NA,NA,8.1346089833887,22722584806.9624,3
L23,F12,Rep3,Plate2,D01_ZH_R2,D01,ZH,R2,2/2/15,D01_ZH_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,17.38618227,0.862028631,NA,Amp,FALSE,3,9,NA,NA,5.88498927906977,127890424.436972,7
L3,F2,Rep3,Plate2,D03_OF_R2,D03,OF,R2,2/4/19,D03_OF_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,13.0823547,0.92155667,3.494630253,Amp,FALSE,3,7,NA,NA,7.3148323255814,3440971497.03162,2
L5,F3,Rep3,Plate2,PCO_B2_R2,PCO,B2,R2,2/2/17,PCO_B2_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,12.78846333,0.965597249,3.461545554,Amp,FALSE,3,6,NA,NA,7.41247065448505,4308433599.56018,7
L7,F4,Rep3,Plate2,D03_ZF_R2,D03,ZF,R2,2/3/09,D03_ZF_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,17.46184067,0.880940898,3.502588583,Amp,FALSE,3,9,NA,NA,5.85985359800665,120698631.943735,5
L9,F5,Rep3,Plate2,D04_OH_R2,D04,OH,R2,2/2/19,D04_OH_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,8.450881661,0.9166673,3.488165187,Amp,FALSE,3,4,NA,NA,8.85352768737542,118953284185.773,4
M10,G5,Rep2,Plate2,D02_ZH_R2,D02,ZH,R2,2/3/11,D02_ZH_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,15.6333901,0.883299321,3.48766854,Amp,FALSE,3,8,NA,NA,6.46731225913621,488833554.12234,7
M11,G6,Rep1,Plate2,D04_NF_R2,D04,NF,R2,2/2/08,D04_NF_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,11.4977127,0.898644651,3.463381656,Amp,FALSE,3,6,NA,NA,7.84129146179402,11564855517.8849,1
M12,G6,Rep2,Plate2,D04_NF_R2,D04,NF,R2,2/2/08,D04_NF_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,11.75597949,0.913786155,3.502862528,Amp,FALSE,3,6,NA,NA,7.75548854152824,9491553306.01081,1
M13,G7,Rep1,Plate2,D02_ZR_R2,D02,ZR,R2,2/1/19,D02_ZR_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,14.64397734,0.904694607,3.476655832,Amp,FALSE,3,8,NA,NA,6.79602081727575,1042004433.73282,6
M14,G7,Rep2,Plate2,D02_ZR_R2,D02,ZR,R2,2/1/19,D02_ZR_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,14.91351501,0.872695769,3.470483876,Amp,FALSE,3,8,NA,NA,6.70647341860465,847856137.334136,6
M15,G8,Rep1,Plate2,D10_OH_R2,D10,OH,R2,2/4/07,D10_OH_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,12.5341793,0.937931019,3.453580677,Amp,FALSE,3,6,NA,NA,7.4969503986711,5233583388.06459,4
M16,G8,Rep2,Plate2,D10_OH_R2,D10,OH,R2,2/4/07,D10_OH_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,12.55788412,0.939991583,3.453886284,Amp,FALSE,3,6,NA,NA,7.48907504318937,5139534584.31765,4
M17,G9,Rep1,Plate2,D06_OH_R2,D06,OH,R2,2/4/01,D06_OH_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,11.31156689,0.933484778,3.470809115,Amp,FALSE,3,6,NA,NA,7.90313392358804,13334682304.9178,4
M18,G9,Rep2,Plate2,D06_OH_R2,D06,OH,R2,2/4/01,D06_OH_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,11.62553555,0.936105873,3.465442017,Amp,FALSE,3,6,NA,NA,7.7988253986711,10487552509.5522,4
M19,G10,Rep1,Plate2,buffer_1,buffer,1,NA,NA,buffer_1_Rep1,FALSE,Sample,16S,Unknown,SYBR,19.15621529,0.890283434,3.499853517,Amp,FALSE,3,10,NA,NA,5.29693844186047,33020769.6402139,7
M20,G10,Rep2,Plate2,buffer_1,buffer,1,NA,NA,buffer_1_Rep2,FALSE,Sample,16S,Unknown,SYBR,19.00995173,0.887521501,3.469136131,Amp,FALSE,3,10,NA,NA,5.34553098671096,36930036.4522824,7
M21,G11,Rep1,Plate2,D10_NF_R2,D10,NF,R2,2/4/17,D10_NF_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,14.19426366,0.939175529,3.482356369,Amp,FALSE,3,7,NA,NA,6.94542735548173,1469860452.50086,1
M22,G11,Rep2,Plate2,D10_NF_R2,D10,NF,R2,2/4/17,D10_NF_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,14.00547419,0.934217044,3.484227628,Amp,FALSE,3,7,NA,NA,7.00814810963455,1698231371.07632,1
M3,G2,Rep1,Plate2,D08_ZH_R2,D08,ZH,R2,2/1/02,D08_ZH_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,19.04497517,0.87557289,3.505310807,Amp,FALSE,3,10,NA,NA,5.3338952923588,35953737.3908608,7
M5,G3,Rep1,Plate2,D04_ZH_R2,D04,ZH,R2,2/1/06,D04_ZH_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,17.54842767,0.867717533,NA,Amp,FALSE,3,9,NA,NA,5.83108715282392,112962918.030161,7
M7,G4,Rep1,Plate2,D01_ZF_R2,D01,ZF,R2,2/1/16,D01_ZF_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,15.06307269,0.903682819,3.475586488,Inconclusive,FALSE,3,8,NA,NA,6.65678648172758,756197489.725046,5
M8,G4,Rep2,Plate2,D01_ZF_R2,D01,ZF,R2,2/1/16,D01_ZF_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,15.38456906,0.907061735,3.471360414,Inconclusive,FALSE,3,8,NA,NA,6.54997705647841,591324408.577335,5
M9,G5,Rep1,Plate2,D02_ZH_R2,D02,ZH,R2,2/3/11,D02_ZH_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,15.65050354,0.884148205,3.485268239,Amp,FALSE,3,8,NA,NA,6.46162673089701,482475739.576815,7
N11,G6,Rep3,Plate2,D04_NF_R2,D04,NF,R2,2/2/08,D04_NF_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,11.76371218,0.922015988,3.493752134,Amp,FALSE,3,6,NA,NA,7.75291954152824,9435573264.35487,1
N13,G7,Rep3,Plate2,D02_ZR_R2,D02,ZR,R2,2/1/19,D02_ZR_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,13.20964638,0.903849374,3.453274129,Amp,FALSE,3,7,NA,NA,7.27254273089701,3121702272.30439,6
N15,G8,Rep3,Plate2,D10_OH_R2,D10,OH,R2,2/4/07,D10_OH_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,12.8959778,0.946161657,3.476899193,Amp,FALSE,3,7,NA,NA,7.37675156146179,3968261751.91016,4
N17,G9,Rep3,Plate2,D06_OH_R2,D06,OH,R2,2/4/01,D06_OH_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,11.79711693,0.947840173,3.480941407,Amp,FALSE,3,6,NA,NA,7.7418216179402,9197512093.79176,4
N19,G10,Rep3,Plate2,buffer_1,buffer,1,NA,NA,buffer_1_Rep3,FALSE,Sample,16S,Unknown,SYBR,19.00789683,0.892158753,3.468088907,Amp,FALSE,3,10,NA,NA,5.34621367774086,36988134.4294834,7
N21,G11,Rep3,Plate2,D10_NF_R2,D10,NF,R2,2/4/17,D10_NF_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,14.03449372,0.926439181,3.485742274,Amp,FALSE,3,7,NA,NA,6.99850706976744,1660947171.4669,1
N3,G2,Rep3,Plate2,D08_ZH_R2,D08,ZH,R2,2/1/02,D08_ZH_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,18.9759797,0.902017353,3.511875086,Amp,FALSE,3,10,NA,NA,5.35681737541528,37902348.8958799,7
N7,G4,Rep3,Plate2,D01_ZF_R2,D01,ZF,R2,2/1/16,D01_ZF_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,15.04116892,0.900633957,3.471098967,Amp,FALSE,3,8,NA,NA,6.66406348172758,768975018.730276,5
O1,H1,Rep1,Plate2,D10_ZH_R2,D10,ZH,R2,2/3/02,D10_ZH_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,21.14292634,0.908152525,3.504391822,Amp,FALSE,3,11,NA,NA,4.63690154817276,7223543.58894174,7
O10,H5,Rep2,Plate2,D09_ZR_R2,D09,ZR,R2,2/4/14,D09_ZR_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,17.72964184,0.862351151,3.489049965,Inconclusive,FALSE,3,9,NA,NA,5.77088310963455,98340374.8198538,6
O11,H6,Rep1,Plate2,PCO_B4_R2,PCO,B4,R2,2/4/10,PCO_B4_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,15.81274708,0.954145525,3.489581059,Amp,FALSE,3,8,NA,NA,6.40772522259136,426161264.300075,7
O12,H6,Rep2,Plate2,PCO_B4_R2,PCO,B4,R2,2/4/10,PCO_B4_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,15.92911622,0.962167819,3.480156673,Amp,FALSE,3,8,NA,NA,6.36906437873754,389863994.632168,7
O13,H7,Rep1,Plate2,water_1,water,1,NA,NA,water_1_Rep1,FALSE,Sample,16S,Unknown,SYBR,24.62476126,0.870820773,3.431274772,Amp,FALSE,3,13,NA,NA,3.48014576079734,503494.244459803,7
O14,H7,Rep2,Plate2,water_1,water,1,NA,NA,water_1_Rep2,FALSE,Sample,16S,Unknown,SYBR,23.76556409,0.865322354,3.427186213,Amp,FALSE,3,12,NA,NA,3.7655933255814,971498.36760551,7
O17,H9,Rep1,Plate2,D03_NF_R2,D03,NF,R2,2/1/18,D03_NF_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,9.78292443,0.924147813,3.444844586,Amp,FALSE,3,5,NA,NA,8.41098856146179,42937555036.9133,1
O18,H9,Rep2,Plate2,D03_NF_R2,D03,NF,R2,2/1/18,D03_NF_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,9.471351937,0.934813919,3.501338833,Amp,FALSE,3,5,NA,NA,8.51450101760797,54494135492.3546,1
O19,H10,Rep1,Plate2,D04_OF_R2,D04,OF,R2,2/1/12,D04_OF_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,13.84223265,0.887350152,3.49062328,Amp,FALSE,3,7,NA,NA,7.06238117940199,1924110143.10379,2
O2,H1,Rep2,Plate2,D10_ZH_R2,D10,ZH,R2,2/3/02,D10_ZH_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,21.508479,0.954980661,3.468512321,Amp,FALSE,3,11,NA,NA,4.51545548172758,5461403.08540918,7
O20,H10,Rep2,Plate2,D04_OF_R2,D04,OF,R2,2/1/12,D04_OF_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,13.59188115,0.873133164,3.46765689,Amp,FALSE,3,7,NA,NA,7.14555443521595,2330253585.21885,2
O21,H11,Rep1,Plate2,D07_OH_R2,D07,OH,R2,2/1/10,D07_OH_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,10.9549617,0.916385886,3.46617235,Amp,FALSE,3,6,NA,NA,8.02160740863788,17516855937.602,4
O22,H11,Rep2,Plate2,D07_OH_R2,D07,OH,R2,2/1/10,D07_OH_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,10.85537599,0.909809287,3.469345341,Amp,FALSE,3,6,NA,NA,8.05469236212625,18903451690.0208,4
O3,H2,Rep1,Plate2,D08_NF_R2,D08,NF,R2,2/2/05,D08_NF_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,14.23855007,0.993988341,3.496047639,Amp,FALSE,3,7,NA,NA,6.93071426245847,1420898356.99137,1
O4,H2,Rep2,Plate2,D08_NF_R2,D08,NF,R2,2/2/05,D08_NF_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,14.4393442,0.989459957,3.490550397,Amp,FALSE,3,8,NA,NA,6.86400524916944,1218579867.6097,1
O5,H3,Rep1,Plate2,NCO_B1_R2,NCO,B1,R2,2/1/17,NCO_B1_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,25.37007999,0.891726079,3.433029187,Amp,FALSE,3,13,NA,NA,3.23253156478405,284695.311084398,7
O6,H3,Rep2,Plate2,NCO_B1_R2,NCO,B1,R2,2/1/17,NCO_B1_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,25.97581356,0.887255458,3.455850774,Amp,FALSE,3,14,NA,NA,3.03129117607974,179118.286375582,7
P1,H1,Rep3,Plate2,D10_ZH_R2,D10,ZH,R2,2/3/02,D10_ZH_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,21.01088623,0.910834964,3.49111346,Amp,FALSE,3,11,NA,NA,4.68076869435216,7991300.16970042,7
P13,H7,Rep3,Plate2,water_1,water,1,NA,NA,water_1_Rep3,FALSE,Sample,16S,Unknown,SYBR,23.15990241,0.909050779,3.448170181,Amp,FALSE,3,12,NA,NA,3.96680983056478,1544040.11794575,7
P17,H9,Rep3,Plate2,D03_NF_R2,D03,NF,R2,2/1/18,D03_NF_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,9.766447666,0.939225835,3.465631591,Amp,FALSE,3,5,NA,NA,8.41646256943522,43482180954.0402,1
P19,H10,Rep3,Plate2,D04_OF_R2,D04,OF,R2,2/1/12,D04_OF_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,14.02413451,0.895605297,3.493776347,Amp,FALSE,3,7,NA,NA,7.00194866777409,1674161758.17617,2
P21,H11,Rep3,Plate2,D07_OH_R2,D07,OH,R2,2/1/10,D07_OH_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,11.00800437,0.904930915,3.460634559,Amp,FALSE,3,6,NA,NA,8.00398525913621,16820310508.3751,4
P3,H2,Rep3,Plate2,D08_NF_R2,D08,NF,R2,2/2/05,D08_NF_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,14.4403221,0.991941184,3.473980219,Amp,FALSE,3,7,NA,NA,6.86368036544851,1217668622.50914,1
P5,H3,Rep3,Plate2,NCO_B1_R2,NCO,B1,R2,2/1/17,NCO_B1_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,26.85468524,0.89968864,3.431507268,Amp,FALSE,3,14,NA,NA,2.73930722923588,91444.1608391262,7
P7,H4,Rep3,Plate2,D05_ZH_R2,D05,ZH,R2,2/2/11,D05_ZH_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,16.15751983,0.906235595,3.470694054,Amp,FALSE,3,8,NA,NA,6.2931827807309,327364461.104025,7
