Sample,Relative.Abundance..Firmicutes,Relative.Abundance..Bacteroidetes,Relative.Abundance..Actinobacteria,Relative.Abundance..Other.Bacteria,Relative.Abundance..Viruses,Relative.Abundance..Fungi,Relative.Abundance..Unclassified...Root,Relative.Abundance..Unclassified,Richness.0.01.,Richness.0.001.,Richness.0.0001.,Richness.0.00001.,Richness.Any.,Shannon.Entropy,Inv.Simpson,Firmicutes..Faecalibacterium,Firmicutes..Ruminococcus,Firmicutes..Clostridium,Firmicutes..Blautia,Firmicutes..unclassified.Lachnospiraceae,Firmicutes..unclassified.Ruminococcaceae,Firmicutes..Eubacterium,Firmicutes..Roseburia,Firmicutes..unclassified.Clostridiales..miscellaneous.,Firmicutes..Coprococcus,Firmicutes..Firmicutes..environmental.samples,Firmicutes..Oscillibacter,Firmicutes..Dorea,Firmicutes..Megamonas,Firmicutes..unclassified.Firmicutes.sensu.stricto..miscellaneous.,Firmicutes..Dialister,Firmicutes..Subdoligranulum,Firmicutes..Gemmiger,Firmicutes..Butyricicoccus,Firmicutes..unclassified.Oscillospiraceae,Firmicutes..unclassified.Clostridiaceae,Firmicutes..Streptococcus,Firmicutes..Anaerostipes,Firmicutes..Flavonifractor,Firmicutes..Lachnoclostridium,Firmicutes..Clostridiales..environmental.samples,Firmicutes..Coprobacillus,Firmicutes..Lachnospira,Firmicutes..Phascolarctobacterium,Firmicutes..Mitsuokella,Firmicutes..Anaerobutyricum,Firmicutes..Butyrivibrio,Firmicutes..unclassified.Erysipelotrichaceae,Firmicutes..Fusicatenibacter,Firmicutes..Megasphaera,Firmicutes..unclassified.Clostridia,Firmicutes..Intestinimonas,Bacteroidetes..Bacteroides,Bacteroidetes..Alistipes,Bacteroidetes..Prevotella,Bacteroidetes..Parabacteroides,Bacteroidetes..Odoribacter,Bacteroidetes..unclassified.Bacteroidaceae,Bacteroidetes..Butyricimonas,Bacteroidetes..Barnesiella,Actinobacteria..Bifidobacterium,Actinobacteria..Collinsella,Actinobacteria..Eggerthella,Proteobacteria..Sutterella,Proteobacteria..Azospirillum,Proteobacteria..Bilophila,Verrucomicrobia..Akkermansia,Lentisphaerae..unclassified.Lentisphaeria,null..crAss.like.viruses,Patient,Sample_Type,Replication,MicrobesPerGram,mean_16s_count,DNAConcentration,Absolute.Abundance..Firmicutes,Absolute.Abundance..Bacteroidetes,Absolute.Abundance..Actinobacteria,Absolute.Abundance..Other.Bacteria,Absolute.Abundance..Viruses,Absolute.Abundance..Fungi,Absolute.Abundance..Unclassified...Root,Absolute.Abundance..Unclassified,Richness.100M,Richness.10M,Richness.1M
D07-NF-R2,0.587144525,0.249830466,0.026124516,0.044716998,0.000770648,0.00062767,0.090741684,0.05986629,88,259,984,2510,2811,3.085014552,12.08405891,0.111126083,0.084277102,0.021636674,0.046306426,0.056548436,0.077508455,0.034971159,0.005655683,0.018658796,0.020681253,0.011902293,0.009336878,0.010652982,1.13e-05,0.00764927,1.5e-05,0.009772801,0.012533628,0.003323823,0.002611177,0.002687244,0.003263709,0.006587201,0.003607833,0.002247347,0.003958856,0.017119237,0.003631404,0.000136291,7.67e-06,0.0055439,0.00025122,0.000530814,0.00204233,1.63e-05,0.00014413,0.001684903,0.20580191,0.051992193,0.00016323,0.016430273,0.008139897,0.000357979,0.003077074,0.001707811,0.032748101,0.000106041,0.001327365,0.004808788,0.042255108,0.005319398,7.49e-05,0.003909451,0.000436751,D07,NF,R2,1.89406e+12,4.605157377,34.6,1.11209e+12,4.73194e+11,49481452246,84696764468,1459654379,1188845002,1.7187e+11,1.1339e+11,98,308,1177
D07-NF-R3,0.649695612,0.191036394,0.030815915,0.035056486,0.000610976,0.000661263,0.09207176,0.063887819,90,272,1071,2561,2832,3.151998568,13.95193526,0.123617029,0.094096303,0.020760998,0.050892353,0.065022487,0.086512167,0.036387185,0.006758845,0.021491666,0.029141153,0.013604428,0.009677827,0.012529756,1.25e-05,0.007924906,1.84e-05,0.011302825,0.014280125,0.003874069,0.002664497,0.002723325,0.003477194,0.006718113,0.004133944,0.002487957,0.003980436,0.019584158,0.004119535,0.000155948,9.42e-06,0.005551825,0.00028909,0.000576932,0.00215059,1.87e-05,0.000148119,0.001907224,0.154547977,0.04655566,0.000142219,0.012352762,0.005230796,0.000284836,0.002353793,0.001354004,0.0387399,0.000137567,0.001659205,0.005106957,0.030218661,0.005389864,6.97e-05,0.002488241,0.000335778,D07,NF,R3,59146492791,4.577847092,26.4,38427216820,11299132702,1822653290,2073468192,36137071.52,39111383.6,5445721673,3778740455,37,72,178
D07-OF-R1,0.6109369,0.246188211,0.017468216,0.045740053,0.000222992,0.000580107,0.078825435,0.048546865,83,238,907,2363,3041,2.997084165,11.036443,0.096707008,0.132257226,0.03409959,0.054583747,0.057890511,0.036142484,0.032723861,0.009708096,0.010768887,0.030523948,0.007753736,0.007192515,0.012887114,1.18e-05,0.005539956,1.53e-05,0.010825026,0.014167632,0.00363849,0.002191961,0.003121419,0.002138462,0.006436025,0.002651325,0.002038468,0.003987019,0.01806854,0.003871371,0.000142468,4.24e-06,0.004992354,0.000224666,0.000519105,0.00229604,1.51e-05,5.48e-05,0.000926057,0.214774519,0.050742317,0.000191277,0.014572921,0.005274277,0.000270447,0.00242273,0.001258202,0.020123841,9.35e-05,0.001187294,0.004578616,0.04742473,0.003404926,6.06e-05,0.002300699,0.000100429,D07,OF,R1,1.70512e+13,4.672669815,85.8,1.04172e+13,4.19781e+12,2.97854e+11,7.79923e+11,3802292337,9891523765,1.34407e+12,8.27783e+11,266,997,2458
D07-OF-R2,0.493127106,0.34174336,0.012875578,0.065227996,0.000269455,0.000547805,0.086172166,0.046953427,80,242,887,2380,3009,2.85810912,8.14002346,0.083089457,0.087295893,0.033667721,0.036285577,0.04990387,0.031251906,0.026656033,0.00927278,0.00890029,0.02603078,0.006887398,0.005721728,0.008596268,1.19e-05,0.004966483,1.55e-05,0.007231077,0.009312416,0.002867217,0.002127458,0.002944568,0.002072816,0.004715202,0.002494186,0.001887581,0.004649696,0.018927135,0.002331641,0.000151381,4.26e-06,0.003825303,0.000188456,0.000481194,0.001770474,1.46e-05,4.78e-05,0.00086645,0.301732313,0.060086258,0.000187176,0.019721115,0.007716032,0.00037241,0.003459816,0.001751206,0.013465732,9.63e-05,0.000881035,0.005913846,0.068578443,0.003997713,7.8e-05,0.003616679,0.000130353,D07,OF,R2,5.58178e+12,4.720326336,78.8,2.75253e+12,1.90754e+12,71868623020,3.64088e+11,1504037743,3057725684,4.80994e+11,2.62084e+11,154,530,1717
D07-OF-R3,0.620606966,0.240290971,0.016420604,0.044085837,0.000201757,0.000552365,0.077807435,0.046839283,84,247,894,2343,2699,2.975204605,10.73061547,0.098474403,0.138329912,0.033842365,0.056699507,0.059699166,0.034526812,0.032467244,0.010652784,0.010458014,0.027819284,0.007280226,0.006488636,0.013392311,1.08e-05,0.005145958,0.000140421,0.011401517,0.014960765,0.003590732,0.001846722,0.003157378,0.003136548,0.006943359,0.002409902,0.001988161,0.003168571,0.017876386,0.00421712,0.000143893,3.53e-06,0.005062519,0.000237327,0.000534091,0.0023279,1.5e-05,6.27e-05,0.000823492,0.217306502,0.044957952,0.000181661,0.014183541,0.004807894,0.0002651,0.002125589,0.001128037,0.018817973,9.19e-05,0.001161556,0.003581634,0.046911156,0.00296602,0.000103311,0.002205017,7.44e-05,D07,OF,R3,1.36063e+12,4.692436771,8.88,8.44414e+11,3.26946e+11,22342312333,59984367950,274515817.5,751562276,1.05867e+11,63730779749,81,246,871
D07-OH-R1,0.647081094,0.217231179,0.013810245,0.039453182,0.000253808,0.000615333,0.081512984,0.05271875,85,244,912,2391,2763,2.994666883,11.36694507,0.128717192,0.13774486,0.036840211,0.044877408,0.052956918,0.060649076,0.028096675,0.009674209,0.014761146,0.028859608,0.008452293,0.011703878,0.015535095,1.07e-05,0.00773214,1.25e-05,0.011727134,0.015646358,0.003212069,0.003067351,0.00306263,0.001536531,0.005056338,0.003101505,0.002120825,0.003631537,0.015560273,0.002853392,0.0001168,5.3e-06,0.004213848,0.000215591,0.000437419,0.001388491,1.43e-05,9.4e-05,0.001175464,0.188592261,0.042965821,0.000150955,0.011985272,0.004213674,0.000223634,0.001984383,0.001061753,0.013540454,9.54e-05,0.00130328,0.003401783,0.039999184,0.00305552,5.61e-05,0.001705263,0.000117267,D07,OH,R1,5.96506e+13,4.702310717,132.8,3.85988e+13,1.2958e+13,8.23789e+11,2.35341e+12,15139773138,36705001110,4.8623e+12,3.1447e+12,587,1936,2765
D07-OH-R2,0.608733371,0.244892018,0.015823969,0.046790125,0.000302078,0.000609942,0.08280652,0.051462718,84,245,927,2313,2707,2.970162501,10.94275253,0.127147499,0.119193303,0.036230064,0.041097315,0.047564525,0.068432293,0.025021216,0.007203541,0.013909537,0.023690843,0.007546288,0.010966228,0.011896359,8.2e-06,0.007116862,1.25e-05,0.014432164,0.018918877,0.002866986,0.00292643,0.002843517,0.001448993,0.004006652,0.00286053,0.002068654,0.003956016,0.011264258,0.002794563,8.74e-05,5.78e-06,0.003064215,0.000195279,0.000357272,0.001433661,1.29e-05,0.00010423,0.001177525,0.207629739,0.050666733,0.000142156,0.013356784,0.005025614,0.0002404,0.002260369,0.001150224,0.016409702,8.71e-05,0.001417119,0.004113235,0.047722819,0.003224863,6.4e-05,0.002387328,0.000149015,D07,OH,R2,1.43157e+13,4.706214056,66.6,8.71442e+12,3.50579e+12,2.2653e+11,6.69831e+11,4324439754,8731717802,1.18543e+12,7.36722e+11,251,929,2315
D07-OH-R3,0.579541268,0.2661906,0.013283876,0.054325242,0.000144147,0.00049595,0.085975652,0.052037034,83,241,913,2195,2605,2.876699642,9.695305669,0.157405359,0.107133567,0.025633297,0.031066496,0.039213282,0.071558731,0.014079257,0.007943534,0.014235942,0.030561836,0.006797982,0.012279665,0.01117155,5.2e-06,0.006048433,1.34e-05,0.012214745,0.016370909,0.003715967,0.003200259,0.002935191,0.000399747,0.002542201,0.003351922,0.002136976,0.003791844,0.006320805,0.001690844,9.08e-05,5.39e-06,0.002616252,0.000165724,0.000243975,0.00107077,1.41e-05,0.000107287,0.001247086,0.222608679,0.057003667,0.000225714,0.013355367,0.003940402,0.000252284,0.00171221,0.001121629,0.01187517,0.000103087,0.00129968,0.004279338,0.055853915,0.003836129,6.35e-05,0.002420487,5.1e-05,D07,OH,R3,3.75808e+12,4.720510421,150.8,2.17796e+12,1.00037e+12,49921889024,2.04159e+11,541716540.1,1863820412,3.23104e+11,1.95559e+11,125,433,1667
D07-OR-R1,0.654609681,0.208257498,0.019807486,0.035902651,0.000251054,0.000637982,0.080494681,0.051161597,85,248,926,2406,2756,3.065788584,12.38757388,0.076427822,0.143365362,0.04029605,0.059543444,0.064976727,0.053072057,0.029189572,0.009464931,0.014878236,0.037321478,0.00912065,0.010470185,0.016029999,1.07e-05,0.007947229,1.43e-05,0.013461602,0.018034967,0.003475661,0.002799074,0.002931761,0.003240506,0.006688466,0.003026674,0.002138382,0.003339504,0.017885435,0.003227859,0.000115842,5.15e-06,0.00464813,0.000239407,0.000536064,0.002013306,1.59e-05,8.09e-05,0.001221213,0.184602421,0.043778594,0.000134814,0.012280794,0.003989676,0.000228271,0.001972509,0.001091212,0.023267401,9.94e-05,0.001525481,0.003857716,0.036574603,0.003068758,6.06e-05,0.001380314,0.000108287,D07,OR,R1,2.15921e+12,4.631335562,106,1.41344e+12,4.49672e+11,42768552872,77521418049,542077691,1377537932,1.73805e+11,1.10469e+11,97,305,1163
D07-OR-R2,0.410041519,0.407385248,0.008618637,0.078462192,0.000324314,0.000614596,0.094513771,0.048852933,83,241,861,2329,2678,2.75898156,6.988905358,0.046152769,0.059462448,0.041562031,0.025107142,0.037916233,0.065334556,0.019312372,0.005869446,0.0114285,0.015873718,0.006309902,0.009083618,0.005825939,7.79e-06,0.007112829,9.48e-06,0.009879012,0.012683377,0.001825659,0.002924171,0.002935794,0.001194357,0.001732866,0.002278194,0.001732866,0.004956973,0.008892968,0.001182668,5.88e-05,3.77e-06,0.00096494,0.00016065,0.000279742,0.001485267,8.7e-06,0.000117533,0.001265656,0.33710108,0.083748027,0.000214417,0.022766351,0.009383944,0.000401041,0.004222035,0.001842932,0.008804591,7.33e-05,0.000790653,0.007350622,0.080582296,0.004446906,0.000104027,0.004736713,0.000174936,D07,OR,R2,2.56408e+12,4.686800697,22.8,1.05138e+12,1.04457e+12,22098914094,2.01184e+11,831569522.3,1575876333,2.42341e+11,1.25263e+11,105,334,1199
D07-OR-R3,0.580151689,0.268858571,0.015213256,0.052404635,0.000212721,0.000595947,0.08252537,0.04864918,80,243,876,2248,2795,2.97678115,10.41628339,0.069575946,0.123353642,0.042244633,0.046747936,0.053593312,0.05391284,0.025319206,0.009187767,0.013191833,0.028354975,0.007386455,0.010070747,0.012501768,7.53e-06,0.006659994,1.13e-05,0.013478278,0.017603965,0.003414883,0.002724273,0.002961752,0.001926382,0.005326471,0.002605465,0.001871834,0.003560011,0.014343968,0.002487293,0.000102244,5.08e-06,0.003735682,0.000200584,0.000451315,0.001828813,1.26e-05,8.18e-05,0.001071992,0.238749435,0.052387218,0.000159152,0.014549318,0.005035623,0.000260987,0.002298644,0.001225834,0.016612116,9.43e-05,0.001240719,0.004431011,0.054945034,0.003489262,6.52e-05,0.002757537,9.65e-05,D07,OR,R3,2.0133e+12,4.686680554,47.2,1.16802e+12,5.41294e+11,30628892032,1.05506e+11,428272680.9,1199820871,1.66149e+11,97945534841,94,293,1064
D07-ZF-R1,0.573357403,0.277114793,0.012876667,0.048593001,0.000382674,0.000624921,0.08700753,0.056000474,85,248,954,2478,3144,2.979237723,10.33433091,0.126748912,0.096265182,0.03151009,0.042545255,0.038030711,0.055506036,0.034335801,0.005559046,0.014122264,0.022380922,0.009747567,0.014638106,0.010496423,1.35e-05,0.008190408,1.82e-05,0.012006786,0.015250632,0.003881003,0.003854758,0.003367747,0.001698686,0.003856371,0.004073737,0.00227208,0.004689871,0.00940935,0.002922301,0.000176164,6.97e-06,0.00335121,0.000200449,0.000343202,0.002069992,1.89e-05,9.3e-05,0.001545396,0.234494257,0.056928554,0.000181411,0.017047667,0.005824542,0.000313585,0.002777267,0.001469237,0.015104896,8.79e-05,0.000683606,0.004175981,0.047584395,0.00466153,7.26e-05,0.002942741,0.000204623,D07,ZF,R1,2.24471e+12,4.678020614,16.2,1.28702e+12,6.22042e+11,28904357486,1.09077e+11,858990792.9,1402765648,1.95306e+11,1.25705e+11,102,326,1267
D07-ZF-R2,0.515925087,0.327428605,0.010903597,0.051091083,0.000357561,0.000508208,0.093740957,0.053575438,84,250,962,2386,2948,2.841836743,8.338421788,0.123820897,0.088628107,0.024283815,0.034248083,0.02958455,0.054100452,0.032412674,0.004707564,0.012724405,0.020043618,0.007388144,0.013844162,0.008950727,1.18e-05,0.006999422,1.85e-05,0.009333681,0.012374401,0.003635358,0.003827487,0.003137453,0.001526667,0.002579611,0.004121433,0.002186358,0.004502203,0.004847839,0.002342636,0.000173975,7.53e-06,0.002114297,0.00017316,0.000223221,0.001905481,1.69e-05,8.91e-05,0.001583083,0.285061909,0.064727963,0.000214487,0.018256999,0.006882645,0.000305842,0.003412951,0.001471652,0.013053713,8.1e-05,0.000542654,0.00411713,0.052183759,0.004779168,7.54e-05,0.003201267,0.000188055,D07,ZF,R2,8.12052e+11,4.631170429,9.26,4.18958e+11,2.65889e+11,8854285853,41488607086,290357957.7,412690942.2,76122515534,43506032183,73,180,686
D07-ZF-R3,0.625206683,0.238098003,0.014130826,0.041334271,0.000322466,0.000579186,0.080292354,0.050191559,86,247,908,2357,2712,2.987353348,10.91537472,0.106169067,0.123308765,0.03258775,0.062657261,0.049841237,0.049303664,0.034100943,0.005965079,0.012270368,0.026329055,0.008433078,0.010257531,0.01562418,1.38e-05,0.007086873,1.75e-05,0.013038111,0.01761018,0.003420005,0.002656858,0.003156606,0.003368022,0.005857416,0.002927018,0.002125412,0.003052589,0.01140949,0.005098337,0.000149502,5.6e-06,0.004548824,0.000223936,0.000391347,0.002754007,1.49e-05,7.52e-05,0.001143928,0.218351868,0.042093756,0.000232072,0.014584955,0.004796322,0.000257957,0.002248659,0.001209752,0.017377157,7.62e-05,0.00075068,0.002934361,0.044005691,0.002983015,5.61e-05,0.001964552,0.000153728,D07,ZF,R3,3.91944e+11,4.691816564,13.2,2.45046e+11,93321035328,5538489446,16200711235,126388662.1,227008478.3,31470089895,19672270289,53,133,422
D07-ZH-R1,0.506497404,0.334879656,0.006567191,0.056894976,0.000444545,0.00065712,0.094016115,0.055988653,86,247,943,2440,3017,2.819828997,8.311570146,0.099547532,0.104713726,0.038167585,0.026862706,0.031624736,0.060584154,0.033920104,0.006115146,0.013975124,0.025208892,0.00764697,0.01407991,0.005695527,1.32e-05,0.008470905,1.9e-05,0.006894643,0.008913694,0.002941159,0.003651554,0.003776593,0.001129517,0.002288409,0.00327538,0.002147376,0.00425658,0.005280685,0.001145512,0.00018491,6.59e-06,0.000737673,0.000163317,0.000245192,0.001463933,1.75e-05,0.000104548,0.001350955,0.287251108,0.06013529,0.000238708,0.01888251,0.00631966,0.00034237,0.002925964,0.001619469,0.006827055,6.72e-05,0.000477805,0.003962821,0.057844007,0.003482812,7.55e-05,0.002923651,0.00024249,D07,ZH,R1,4.16216e+11,4.700719445,7.66,2.10812e+11,1.39382e+11,2733369340,23680594118,185026846.7,273503733.1,39131003011,23303368066,56,133,484
D07-ZH-R2,0.469035942,0.363081343,0.00441038,0.063170213,0.000498522,0.0006779,0.099076639,0.057294942,83,260,970,2378,2863,2.776410822,7.737113273,0.096338005,0.091778505,0.037841329,0.019952991,0.026864199,0.060195607,0.034429486,0.005931477,0.015074006,0.022184833,0.007810318,0.015893277,0.003555761,1.62e-05,0.008919379,2.13e-05,0.005363836,0.006777231,0.002920175,0.004144024,0.00394128,0.000862989,0.001823487,0.00374331,0.002186431,0.004956089,0.003895651,0.00061327,0.000207433,8.34e-06,0.000325043,0.000146784,0.000213077,0.001511251,1.8e-05,0.000109144,0.001534348,0.305894836,0.067679623,0.00020739,0.020270697,0.007317435,0.000354347,0.003175842,0.001700408,0.004274267,6.57e-05,0.000288792,0.004332659,0.06431011,0.003928082,8.62e-05,0.003442363,0.000280239,D07,ZH,R2,4.68994e+11,4.697497392,4.86,2.19975e+11,1.70283e+11,2068441863,29626452144,233803867.4,317930901.2,46466351559,26870985446,57,148,556
D07-ZH-R3,0.598964675,0.251169871,0.015219269,0.047842167,0.000360049,0.000659132,0.085740895,0.055517596,87,256,957,2458,2761,3.000389313,11.13629464,0.095315554,0.132497591,0.036420122,0.047160362,0.044923156,0.060830711,0.033045094,0.006287994,0.015457013,0.027504383,0.009241471,0.013730243,0.010639015,1.29e-05,0.008763357,1.82e-05,0.011285455,0.014847099,0.003445241,0.003533362,0.003391844,0.001808121,0.003984505,0.003342106,0.002168795,0.004362869,0.009654505,0.002611639,0.000165978,6.72e-06,0.002179005,0.000209875,0.000350519,0.001985619,1.67e-05,0.000100242,0.001403495,0.211849682,0.053820059,0.000173512,0.014692205,0.005047091,0.000283691,0.002326747,0.001336395,0.01735402,8.3e-05,0.001113089,0.003782547,0.048787327,0.003341068,6.96e-05,0.002561901,0.000187489,D07,ZH,R3,1.0931e+12,4.658952281,11.1,6.54727e+11,2.74553e+11,16636152430,52296177852,393568424.1,720496345.3,93723203150,60686173883,82,230,852
D07-ZR-R1,0.500739393,0.341320914,0.006673655,0.059160215,0.000418439,0.000599315,0.091048356,0.053873085,83,241,906,2292,2946,2.790706955,8.007058046,0.130783958,0.088108404,0.035738151,0.027116092,0.028584481,0.051999685,0.032798141,0.004581216,0.012728858,0.017378188,0.007353723,0.014512512,0.006957633,1.22e-05,0.008207403,1.91e-05,0.007213652,0.009040583,0.003061492,0.003746714,0.003718964,0.000913417,0.002528637,0.003751514,0.002064532,0.004060999,0.004926534,0.001401377,0.000209605,6.07e-06,0.001097036,0.000155379,0.000236792,0.001786176,1.86e-05,9.15e-05,0.001417371,0.290577486,0.060430629,0.000194641,0.020044741,0.0070521,0.00034255,0.003171487,0.001626242,0.007332954,6.63e-05,0.000353302,0.003783256,0.060417722,0.00397655,7.72e-05,0.00293783,0.000222121,D07,ZR,R1,1.63756e+12,4.747917996,6.76,8.19989e+11,5.58932e+11,10928488612,96878203663,685217657.2,981411790.3,1.49097e+11,88220228203,88,270,1007
D07-ZR-R2,0.536329071,0.31329556,0.011257399,0.050496466,0.000357454,0.000565855,0.087657818,0.051901547,84,242,916,2211,2813,2.890022558,8.955457584,0.074566156,0.122536071,0.029626315,0.040187998,0.039803487,0.058579785,0.032648843,0.005410089,0.011945549,0.021023934,0.007922138,0.014679595,0.00819099,1.84e-05,0.008148869,2.14e-05,0.012023971,0.015660799,0.003320184,0.003870317,0.00342149,0.001223867,0.003139765,0.003764029,0.002120928,0.004374483,0.007481942,0.002559102,0.000192305,5.67e-06,0.001229391,0.000192009,0.000288137,0.002040879,1.86e-05,9.66e-05,0.001435506,0.272158738,0.06032942,0.000255486,0.018235289,0.005645353,0.000345103,0.002772319,0.001584309,0.012812081,8.23e-05,0.000874768,0.00388827,0.051470369,0.003818135,7.78e-05,0.00237094,0.000197632,D07,ZR,R2,89945944469,4.604204745,1,48240624830,28179665000,1012557419,4541952303,32151528.14,50896390.64,7884465221,4668333630,38,77,196
D07-ZR-R3,0.605290607,0.24951602,0.015502094,0.045165634,0.000329529,0.000601004,0.083554749,0.052242282,85,245,915,2173,2778,2.99199945,10.89112678,0.081452633,0.134091916,0.033222505,0.054084604,0.051518397,0.057619184,0.033587642,0.006429997,0.012514662,0.025476862,0.008735065,0.011757021,0.01192685,1.21e-05,0.007864021,1.72e-05,0.014817391,0.019557001,0.003633851,0.003023598,0.003342159,0.002438971,0.004744586,0.003109483,0.002109711,0.003494573,0.011533301,0.003334496,0.000170676,5.72e-06,0.002209679,0.000218694,0.000377577,0.002307009,1.63e-05,8.73e-05,0.001226875,0.220935763,0.048189723,0.0001554,0.014937909,0.004786186,0.000276664,0.002206842,0.001247874,0.018272604,8.18e-05,0.001051024,0.003427298,0.046933887,0.003327381,6.24e-05,0.002185097,0.000172019,D07,ZR,R3,1.59147e+12,4.640664807,11.3,9.63305e+11,3.97098e+11,24671190920,71879967865,524436854.6,956482641,1.32975e+11,83142274808,88,261,989
D08-NF-R1,0.509325195,0.360622362,0.023130336,0.011071589,0.002065854,0.000572449,0.09317287,0.063896421,83,248,973,2443,2873,2.605013751,5.895511585,0.134387776,0.107003677,0.025683751,0.04731102,0.02771858,0.016003172,0.018210421,0.024587999,0.016420702,0.006371989,0.009768931,0.003059483,0.009905334,3.79e-06,0.00512878,1.02e-05,0.012492383,0.004975979,0.008291626,0.001103951,0.003290153,0.005049483,0.003252055,0.003792242,0.002549195,0.00196781,0.002060771,0.002903256,0.002685843,8.77e-06,0.001073889,0.000208724,0.000238665,0.00143676,1.11e-05,0.000564784,0.000441842,0.362431879,0.049811512,0.000153494,0.009554741,0.010848612,6.07e-05,7.41e-05,6.2e-06,0.008415343,0.012891028,0.000940626,0.006982173,9.34e-06,0.004488942,0.000319715,3.88e-06,0.001338414,D08,NF,R1,2.11056e+13,4.572967948,100,1.07496e+13,7.61113e+12,4.88178e+11,2.33672e+11,43600979583,12081850504,1.96646e+12,1.34857e+12,309,1275,2640
D08-NF-R2,0.504415554,0.368253538,0.019772103,0.010083265,0.003065816,0.000622812,0.093750462,0.064110892,80,250,962,2550,2846,2.582329104,5.581679749,0.12503486,0.094886274,0.028256232,0.047200061,0.031172928,0.015414918,0.022783863,0.031551224,0.014980747,0.006438697,0.009229496,0.002732895,0.011317112,5.1e-06,0.005143698,8.94e-06,0.011137477,0.00446338,0.006752892,0.000984478,0.003562523,0.004508837,0.003621305,0.003599207,0.002528366,0.001615007,0.002444855,0.004101919,0.002738542,6.69e-06,0.001065686,0.000244392,0.000242034,0.001338482,1.23e-05,0.000563084,0.000412566,0.381667695,0.042951737,0.000195536,0.009499221,0.010161663,7.46e-05,7.95e-05,6.96e-06,0.005239656,0.012352639,0.000877882,0.006770823,8.06e-06,0.003640551,0.000299938,4.72e-06,0.00204161,D08,NF,R2,2.13888e+11,4.594574891,112,1.07889e+11,78765114162,4229020977,2156692060,655742155.6,133212137.1,20052124607,13712568033,44,103,313
D08-NF-R3,0.605315509,0.26130863,0.030668729,0.008937456,0.00211599,0.000630882,0.090981785,0.068099175,88,259,986,2462,2903,2.828445461,8.222775962,0.126440956,0.134163803,0.03066248,0.070832463,0.038362262,0.018708735,0.025212432,0.029382983,0.017545659,0.008872803,0.010180507,0.003113119,0.015130235,5.37e-06,0.00577859,1.05e-05,0.013987274,0.00562863,0.010086017,0.001161261,0.003306183,0.008559612,0.005517692,0.00343425,0.002692581,0.001707975,0.003810738,0.004474364,0.004399838,7.52e-06,0.001820312,0.000276363,0.000273754,0.001790819,1.15e-05,0.000477822,0.000431465,0.273963081,0.036944073,0.000143834,0.007129134,0.006629722,4.95e-05,5.36e-05,5.03e-06,0.008316447,0.019974961,0.001428209,0.006513679,8.47e-06,0.002727179,0.000271523,4.08e-06,0.001439363,D08,NF,R3,7.01937e+12,4.615138628,112,4.24893e+12,1.83422e+12,2.15275e+11,62735318533,14852918163,4428397522,6.38635e+11,4.78013e+11,173,644,2051
D08-OF-R1,0.49662609,0.385487814,0.020669371,0.008627614,0.00166156,0.000549228,0.086340064,0.057013595,81,233,890,2475,3085,2.580763267,5.7939739,0.116685277,0.10630836,0.027035724,0.045877981,0.027260424,0.013714273,0.021626016,0.02509206,0.012516274,0.006269391,0.006888439,0.003443105,0.009631555,3.83e-06,0.005396548,9.02e-06,0.010796131,0.004353987,0.010081948,0.001350302,0.003168154,0.006118483,0.003014673,0.003874873,0.002334042,0.001999925,0.002146605,0.003561711,0.003433828,5.85e-06,0.001278278,0.000217179,0.000236781,0.001273734,8.24e-06,0.000550015,0.000416035,0.369292004,0.07257523,0.00015807,0.009061448,0.011228835,6.87e-05,7.33e-05,7.09e-06,0.005513889,0.012232709,0.000912996,0.004967699,8.56e-06,0.00354359,0.000357228,3.49e-06,0.001063257,D08,OF,R1,3.92821e+12,4.519247448,90.2,1.95085e+12,1.51428e+12,81193712253,33891114729,6526965250,2157483641,3.39162e+11,2.23962e+11,125,422,1617
D08-OF-R2,0.456352386,0.430388413,0.015789887,0.008338765,0.001694976,0.000505568,0.086897959,0.052250845,78,216,818,2183,2609,2.434964638,4.92587767,0.1231014,0.095414755,0.024554845,0.039669188,0.023902326,0.012394801,0.019594524,0.023047156,0.010469962,0.005170616,0.005338867,0.00304175,0.008390326,3.9e-06,0.004104463,7.26e-06,0.009951448,0.003978943,0.008364258,0.001252751,0.002998789,0.004272944,0.002653801,0.003570355,0.00228718,0.001973992,0.001668219,0.003535496,0.002942527,6.19e-06,0.001196488,0.000182928,0.00019967,0.001119969,6.88e-06,0.000534338,0.000415086,0.410543454,0.073992934,0.000171386,0.010279695,0.011362283,8.16e-05,8.56e-05,7.03e-06,0.00411226,0.009313606,0.000705341,0.005080948,8.03e-06,0.00316146,0.000377094,3.75e-06,0.001078919,D08,OF,R2,2.9047e+13,4.520282665,139.2,1.32557e+13,1.25015e+13,4.58649e+11,2.42216e+11,49234018566,14685256397,2.52413e+12,1.51773e+12,338,1264,2611
