Sample,Relative.Abundance..Firmicutes,Relative.Abundance..Bacteroidetes,Relative.Abundance..Actinobacteria,Relative.Abundance..Other.Bacteria,Relative.Abundance..Viruses,Relative.Abundance..Fungi,Relative.Abundance..Unclassified...Root,Relative.Abundance..Unclassified,Richness.0.01.,Richness.0.001.,Richness.0.0001.,Richness.0.00001.,Richness.Any.,Shannon.Entropy,Inv.Simpson,Firmicutes..Faecalibacterium,Firmicutes..Ruminococcus,Firmicutes..Clostridium,Firmicutes..Blautia,Firmicutes..unclassified.Lachnospiraceae,Firmicutes..unclassified.Ruminococcaceae,Firmicutes..Eubacterium,Firmicutes..Roseburia,Firmicutes..unclassified.Clostridiales..miscellaneous.,Firmicutes..Coprococcus,Firmicutes..Firmicutes..environmental.samples,Firmicutes..Oscillibacter,Firmicutes..Dorea,Firmicutes..Megamonas,Firmicutes..unclassified.Firmicutes.sensu.stricto..miscellaneous.,Firmicutes..Dialister,Firmicutes..Subdoligranulum,Firmicutes..Gemmiger,Firmicutes..Butyricicoccus,Firmicutes..unclassified.Oscillospiraceae,Firmicutes..unclassified.Clostridiaceae,Firmicutes..Streptococcus,Firmicutes..Anaerostipes,Firmicutes..Flavonifractor,Firmicutes..Lachnoclostridium,Firmicutes..Clostridiales..environmental.samples,Firmicutes..Coprobacillus,Firmicutes..Lachnospira,Firmicutes..Phascolarctobacterium,Firmicutes..Mitsuokella,Firmicutes..Anaerobutyricum,Firmicutes..Butyrivibrio,Firmicutes..unclassified.Erysipelotrichaceae,Firmicutes..Fusicatenibacter,Firmicutes..Megasphaera,Firmicutes..unclassified.Clostridia,Firmicutes..Intestinimonas,Bacteroidetes..Bacteroides,Bacteroidetes..Alistipes,Bacteroidetes..Prevotella,Bacteroidetes..Parabacteroides,Bacteroidetes..Odoribacter,Bacteroidetes..unclassified.Bacteroidaceae,Bacteroidetes..Butyricimonas,Bacteroidetes..Barnesiella,Actinobacteria..Bifidobacterium,Actinobacteria..Collinsella,Actinobacteria..Eggerthella,Proteobacteria..Sutterella,Proteobacteria..Azospirillum,Proteobacteria..Bilophila,Verrucomicrobia..Akkermansia,Lentisphaerae..unclassified.Lentisphaeria,null..crAss.like.viruses,Patient,Sample_Type,Replication,MicrobesPerGram,mean_16s_count,DNAConcentration,Absolute.Abundance..Firmicutes,Absolute.Abundance..Bacteroidetes,Absolute.Abundance..Actinobacteria,Absolute.Abundance..Other.Bacteria,Absolute.Abundance..Viruses,Absolute.Abundance..Fungi,Absolute.Abundance..Unclassified...Root,Absolute.Abundance..Unclassified,Richness.100M,Richness.10M,Richness.1M
D08-OR-R2,0.423725455,0.451336232,0.017784081,0.010834751,0.002432311,0.000487786,0.093365161,0.059304826,81,230,891,2464,2800,2.467317217,4.869466018,0.107455266,0.081413752,0.02451412,0.036609351,0.021613902,0.013505109,0.014921138,0.017895414,0.01809823,0.004672523,0.009646219,0.004753235,0.007190249,3.38e-06,0.005107747,1.07e-05,0.009951677,0.00373341,0.009857403,0.001864764,0.003013851,0.003934159,0.001976784,0.004560251,0.002011217,0.002425267,0.001194711,0.002778065,0.003412626,6.2e-06,0.000994568,0.000176348,0.000229333,0.000928727,8.52e-06,0.000489066,0.000591961,0.418291275,0.088203664,0.000208563,0.010926936,0.011480936,7.65e-05,8.22e-05,8.37e-06,0.004472883,0.010802716,0.000799919,0.007162874,9.12e-06,0.003882031,0.000394641,3.48e-06,0.001570649,D08,OR,R2,2.76859e+12,4.463391292,4.18,1.17312e+12,1.24957e+12,49236889849,29997019359,6734080307,1350480440,2.5849e+11,1.64191e+11,106,344,1322
D08-OR-R3,0.383800517,0.49579767,0.011583339,0.01220145,0.0042323,0.000477403,0.091877729,0.055253351,81,212,818,2292,2671,2.350283523,4.281565426,0.106967402,0.068382749,0.022638416,0.027936321,0.017728765,0.012116842,0.015251946,0.016167708,0.017454587,0.003471084,0.008725252,0.00464166,0.005958852,3.28e-06,0.005194346,8.72e-06,0.007435898,0.002793434,0.009868917,0.001958899,0.002749326,0.003062168,0.001669194,0.004172366,0.001604423,0.002243346,0.001179361,0.002325006,0.004392166,5.2e-06,0.000978491,0.000161772,0.000218563,0.000826183,7.49e-06,0.00048408,0.000523796,0.452549325,0.096003691,0.000202602,0.011630349,0.012785645,8.86e-05,9.89e-05,8.1e-06,0.00337136,0.006484256,0.000491936,0.008485903,6.62e-06,0.004161478,0.000456613,3.03e-06,0.002725261,D08,OR,R3,2.13353e+13,4.439727662,89,8.1885e+12,1.0578e+13,2.47134e+11,2.60322e+11,90297430418,10185530848,1.96024e+12,1.17885e+12,281,1133,2673
D08-ZF-R1,0.452383225,0.44127358,0.013100623,0.008337679,0.00448294,0.000483023,0.079909749,0.049780255,79,206,795,2191,2767,2.413051635,4.586266821,0.116287466,0.072981586,0.023952046,0.04649964,0.021313647,0.01192679,0.018344641,0.033203233,0.011159585,0.005164072,0.007279204,0.004211081,0.007628111,3.76e-06,0.004929145,7.76e-06,0.007688723,0.002944761,0.006953009,0.0017025,0.003370676,0.002633801,0.002909972,0.003816563,0.001974352,0.001609793,0.001359724,0.004217072,0.00633304,5.34e-06,0.001203756,0.000197863,0.000242451,0.001162744,8.82e-06,0.000461679,0.000459728,0.435312383,0.063412937,0.000184532,0.010511469,0.010927352,8.05e-05,9.1e-05,7.62e-06,0.005560308,0.007065921,0.000381141,0.005236157,6.04e-06,0.003092507,0.000415697,2.83e-06,0.002938862,D08,ZF,R1,3.05117e+12,4.54165128,14.2,1.3803e+12,1.3464e+12,39972265333,25439700235,13678225845,1473788211,2.43818e+11,1.51888e+11,105,328,1298
D08-ZF-R2,0.558571019,0.30697169,0.01965121,0.00653994,0.003815036,0.00063875,0.103775885,0.080485363,82,235,910,2233,2626,2.72591511,7.093949819,0.111425026,0.109527595,0.030354598,0.071656899,0.035768095,0.01694856,0.025956359,0.044947409,0.013246577,0.008189459,0.007820377,0.003368661,0.015340279,3.72e-06,0.005191903,8.66e-06,0.011862075,0.004772742,0.009115885,0.001322692,0.003775525,0.00372407,0.004218067,0.003315993,0.002272985,0.001733115,0.002455179,0.005251852,0.005540354,7.2e-06,0.001962315,0.000266092,0.000264312,0.001699379,9.47e-06,0.000484208,0.000452413,0.320422695,0.047263111,0.000194654,0.007674023,0.008127973,5.53e-05,6.59e-05,4.61e-06,0.005861946,0.0129156,0.00078622,0.003852464,7.77e-06,0.002424436,0.000338824,3.48e-06,0.002649995,D08,ZF,R2,1.4803e+11,4.592336452,7.02,82685048375,45440898580,2908960896,968104768.1,564738341.8,94553922.77,15361903458,11914216687,42,85,241
D08-ZF-R3,0.553606218,0.331013242,0.019605482,0.006659534,0.003970377,0.000555208,0.084553044,0.061785959,82,227,900,2443,2891,2.706835538,6.850472889,0.109262012,0.105191916,0.028162892,0.070803454,0.031507891,0.017134009,0.023385258,0.041541883,0.014921348,0.007829624,0.008884234,0.003728888,0.013135326,4.09e-06,0.005144415,1.05e-05,0.011753146,0.004530117,0.010075285,0.001521918,0.003590608,0.003606292,0.004107676,0.003433763,0.002146037,0.001891267,0.002338345,0.005358065,0.00508369,6.28e-06,0.001858996,0.000255637,0.00026851,0.001737858,8.68e-06,0.00046828,0.000451589,0.33034105,0.055906639,0.000158303,0.008229441,0.009147227,6.02e-05,7.09e-05,6.11e-06,0.005749935,0.012683113,0.000773781,0.003704355,8.29e-06,0.002457471,0.000344573,3.3e-06,0.002685278,D08,ZF,R3,1.79952e+12,4.565327478,5.76,9.96225e+11,5.95665e+11,35280457253,11983965511,7144772452,999108524.3,1.52155e+11,1.11185e+11,92,266,1030
D08-ZH-R1,0.413635656,0.44015069,0.019873277,0.010097887,0.009327297,0.000589392,0.106290826,0.074592191,85,238,896,2408,2763,2.517151361,4.77709885,0.077636987,0.075912833,0.027027695,0.033748696,0.028227857,0.013153345,0.019946162,0.031878353,0.014334725,0.005299578,0.009418764,0.004164486,0.008691189,5.41e-06,0.006681576,1.17e-05,0.008522088,0.003372363,0.004030333,0.00166548,0.003777728,0.002309959,0.002008218,0.003704692,0.002496214,0.002042875,0.002782778,0.003506283,0.006838697,1.09e-05,0.00074566,0.000203933,0.000259524,0.000807474,9.65e-06,0.000520037,0.000497591,0.4313007,0.077340421,0.000288774,0.010376266,0.011917188,7.87e-05,8.78e-05,9.3e-06,0.00369091,0.013657159,0.000918308,0.007828007,8.72e-06,0.002717534,0.00045898,7.91e-06,0.006308135,D08,ZH,R1,19680527904,4.436075189,1.8,8140568065,8662397938,391116581.3,198731750.3,183566138.3,11599542.19,2091859568,1468013701,19,47,101
D08-ZH-R2,0.35644292,0.509908888,0.007036521,0.01030916,0.005626383,0.000581291,0.110058164,0.070223296,83,235,880,2491,2818,2.236343449,3.595913062,0.086044309,0.054594538,0.025257507,0.025028017,0.018063912,0.010633988,0.01513466,0.022450436,0.014364176,0.003429538,0.009664953,0.004322421,0.004553485,3.75e-06,0.006822384,8.36e-06,0.004907869,0.002055421,0.005131986,0.001803514,0.003882113,0.001847643,0.001018863,0.004364215,0.00252124,0.001870549,0.000852391,0.00266193,0.007495221,5.81e-06,0.000551688,0.000177925,0.000231172,0.000688849,1.07e-05,0.000558635,0.000528076,0.507720178,0.080347012,0.000260212,0.01199459,0.014357174,9.21e-05,8.96e-05,1.09e-05,0.001917608,0.003905344,0.000249193,0.00734031,1.26e-05,0.003438494,0.000471898,4.34e-06,0.003788428,D08,ZH,R2,69189434761,4.44614943,4.26,24662084142,35280307736,486852936.4,713284919.6,389286237.9,40219188.59,7614862174,4858710146,32,65,150
D08-ZH-R3,0.356168261,0.486531017,0.012797554,0.010718471,0.009331019,0.000568493,0.123857691,0.089687907,88,239,858,2436,2436,2.382540407,4.087705295,0.067865197,0.06905679,0.025460443,0.027390637,0.024216701,0.012722911,0.016767259,0.021600976,0.013851995,0.005583484,0.00878217,0.004532451,0.006407273,1.38e-05,0.007199059,2.69e-05,0.006585246,0.002935065,0.004029498,0.001768683,0.0034257,0.00202321,0.001380042,0.003532415,0.00235809,0.002172749,0.002754904,0.002985372,0.00628283,7.6e-06,0.000591134,0.000195011,0.000254758,0.000682999,9.09e-06,0.000498464,0.000517573,0.472265101,0.090605847,0.000392094,0.011785846,0.0134637,0.000104413,0.000181542,5.68e-05,0.002767912,0.00834046,0.0006259,0.006719014,0.001881269,0.002820982,0.000477857,9.46e-05,0.006320473,D08,ZH,R3,20780109135,4.390116117,4.36,7401215340,10110167638,265934562.2,222730995.5,193899586.5,11813352.82,2573776328,1863724497,18,46,101
D08-ZR-R1,0.330297503,0.558993261,0.007750438,0.009405425,0.008677657,0.000427421,0.084418984,0.051413972,80,195,749,2170,2748,2.17486239,3.355788839,0.067370959,0.05139484,0.02460228,0.022779403,0.018262988,0.008961745,0.014178321,0.017877294,0.010429899,0.003390871,0.007558786,0.005177026,0.004756072,3.44e-06,0.007519849,8.53e-06,0.005869266,0.002121457,0.004487048,0.002170859,0.003769258,0.001253387,0.000809712,0.004940009,0.002393639,0.001961843,0.001029098,0.002917922,0.009296576,5.85e-06,0.000380508,0.000183042,0.000238242,0.000549974,9.05e-06,0.000613942,0.000565672,0.528796569,0.089963125,0.000230323,0.012712807,0.015292741,9.63e-05,0.000106818,1.11e-05,0.001449015,0.004840734,0.000314749,0.006547931,5.99e-06,0.00294465,0.000552284,4.62e-06,0.005598592,D08,ZR,R1,5.59643e+11,4.392608486,10.5,1.84849e+11,3.12837e+11,4337479507,5263681988,4856391495,239203312.4,47244508172,28773478274,61,123,455
D08-ZR-R2,0.514226497,0.353257626,0.019883376,0.008669169,0.005020652,0.000587378,0.098322708,0.071565465,82,223,871,2363,2757,2.659599687,5.964151226,0.068616287,0.114270804,0.025710476,0.071423375,0.031458726,0.016617086,0.024366224,0.027584878,0.014265335,0.008264364,0.008700575,0.003441463,0.013471552,4.39e-06,0.006067005,9.53e-06,0.011442068,0.004697983,0.007732081,0.001532382,0.003314099,0.004254623,0.004739497,0.003280172,0.002285717,0.001659997,0.002631688,0.004531488,0.007813416,6.58e-06,0.002067173,0.000253662,0.00025824,0.001652221,9.22e-06,0.000522186,0.000444614,0.370342167,0.054257514,0.000210141,0.008585314,0.010124782,6.7e-05,7.7e-05,8.15e-06,0.006094033,0.012929173,0.00076525,0.006165146,6.4e-06,0.003241857,0.000417461,3.83e-06,0.00350781,D08,ZR,R2,61376460020,4.494109887,3.18,31561402035,21681702559,1220371216,532082878.9,308149857,36051161.8,6034699726,4392434896,35,67,145
D08-ZR-R3,0.407215193,0.471172399,0.020673996,0.009414346,0.004255276,0.000424067,0.086811856,0.051782995,80,222,888,2153,2560,2.465775511,4.622713979,0.071070581,0.078554004,0.024468536,0.038151017,0.025417226,0.015081093,0.014038333,0.024568071,0.012120358,0.005655736,0.009491265,0.004840544,0.009037811,5.38e-06,0.006567184,8.91e-06,0.011207145,0.004365989,0.006751289,0.001949668,0.003295823,0.002255418,0.001366247,0.004819023,0.002320653,0.002179506,0.001442327,0.003131558,0.006099774,4.88e-06,0.00058939,0.000196968,0.00025119,0.000849659,1.04e-05,0.000517849,0.000533233,0.437557323,0.093129101,0.000188225,0.01054302,0.011843948,8.05e-05,9.11e-05,1.08e-05,0.003855958,0.013832118,0.000985006,0.006234028,3.93e-05,0.003052703,0.00044261,5.13e-06,0.00276528,D08,ZR,R3,9.04439e+11,4.398252996,12.3,3.68301e+11,4.26147e+11,18698360726,8514698041,3848635770,383542391.6,78515996585,46834540824,76,180,688
D09-NF-R1,0.594233161,0.204458888,0.064468243,0.032449665,0.000566763,0.000742747,0.103015586,0.078110867,92,269,982,2307,2794,3.092633085,10.45963957,0.20963913,0.0338485,0.039197581,0.039074129,0.041840908,0.019806428,0.039076436,0.020813129,0.016985682,0.011955385,0.007692442,0.006192161,0.023633966,6.59e-05,0.011357806,0.014896914,0.009820521,0.01145787,0.011427064,0.000268119,0.004896712,0.002515849,0.011783847,0.003678347,0.002056016,0.000590794,0.012674154,0.002966092,0.001644768,0.007714472,0.005918251,0.000226049,0.00023003,0.000679006,3.06e-05,0.000171764,0.000307701,0.189527308,0.014194792,0.000649647,0.007477341,0.006142174,0.015494357,0.002549144,0.000256946,0.063330691,0.016383262,0.000510679,0.016050454,1.7e-05,0.005355143,3.96e-05,2.32e-05,0.000351626,D09,NF,R1,3.26137e+12,4.757638949,99.6,1.93801e+12,6.66815e+11,2.10254e+11,1.0583e+11,1848421841,2422369756,3.35971e+11,2.54748e+11,123,437,1489
D09-NF-R2,0.569514938,0.220222242,0.058361448,0.041030632,0.000949482,0.000807846,0.109038505,0.083520047,94,272,1019,2507,2803,3.073128374,9.855914868,0.21244133,0.031025147,0.037570508,0.035863715,0.03889146,0.019468935,0.036662425,0.017342567,0.018216078,0.010733091,0.007365391,0.007274405,0.020860707,6.38e-05,0.009515121,0.013823642,0.008971141,0.010394341,0.010206869,0.000270392,0.004562152,0.002030562,0.010401989,0.004012986,0.002031557,0.00062119,0.012525685,0.002679462,0.001788822,0.013066575,0.005350386,0.000209997,0.000229168,0.000568966,4.34e-05,0.000190459,0.000335083,0.205796654,0.015850852,0.000723962,0.008298041,0.005997767,0.015691036,0.002703453,0.000263635,0.058575997,0.01406292,0.000438903,0.017127123,1.93e-05,0.005484482,4.1e-05,5.13e-05,0.000623076,D09,NF,R2,3.25706e+12,4.74316757,134,1.85494e+12,7.17277e+11,1.90087e+11,1.33639e+11,3092516905,2631199541,3.55145e+11,2.7203e+11,127,453,1535
D09-NF-R3,0.546125181,0.231496621,0.075512592,0.045971714,0.000994028,0.000614478,0.099224021,0.073830367,91,264,945,2298,2863,2.972647901,8.659279036,0.242891148,0.027375906,0.02455412,0.031611961,0.031360801,0.021008274,0.024378742,0.013036465,0.022518642,0.008388702,0.00804313,0.009237106,0.014563834,5.83e-05,0.006998035,0.013398465,0.011060611,0.012595909,0.00895948,0.000312715,0.003221225,0.001063362,0.007661989,0.004355908,0.00180783,0.00069889,0.007358739,0.00248583,0.001695061,0.012992906,0.005671877,0.000170585,0.00016522,0.000483029,3.98e-05,0.00022382,0.000379333,0.207361151,0.020462304,0.000534756,0.009267823,0.005125607,0.013043157,0.002518416,0.00023636,0.073955241,0.0176807,0.000389853,0.01936072,1.9e-05,0.00672062,4.31e-05,5.93e-05,0.00062136,D09,NF,R3,1.65138e+12,4.729501743,169.6,9.01862e+11,3.8229e+11,1.247e+11,75916949091,1641522672,1014738525,1.63857e+11,1.21922e+11,98,284,1062
D09-OF-R1,0.353622444,0.441714806,0.033799044,0.043720739,0.001166093,0.000922166,0.124994201,0.092929801,96,268,1001,2338,2968,2.764604428,5.516009323,0.082050538,0.023095969,0.034053798,0.025101081,0.026194124,0.011766804,0.03018169,0.012514936,0.012518539,0.007940434,0.003980222,0.005357937,0.012998197,5.11e-05,0.00579402,0.011976479,0.005278292,0.005994236,0.008529671,0.000197846,0.004437965,0.001242316,0.006347118,0.002751618,0.00148548,0.000437222,0.009995397,0.001112937,0.001482738,0.007816911,0.004375169,0.000162032,0.00017263,0.000414725,2.7e-05,0.000143905,0.000313699,0.404277746,0.048147362,0.001347153,0.014685846,0.012568901,0.030819012,0.005879033,0.000642249,0.035511599,0.006864984,0.000264824,0.028280113,3.33e-05,0.005792184,7.16e-05,5.9e-05,0.000793753,D09,OF,R1,7.47078e+12,4.50761654,62.2,2.64184e+12,3.29995e+12,2.52505e+11,3.26628e+11,8711623642,6889301758,9.33804e+11,6.94258e+11,185,722,1985
D09-OF-R2,0.274461687,0.525605805,0.022843992,0.045315688,0.00116172,0.000922883,0.129633254,0.096407284,94,260,959,2248,3031,2.522860904,4.196317637,0.066358232,0.016418449,0.030535809,0.017781237,0.01759425,0.008699336,0.021595473,0.012376771,0.01094726,0.005443152,0.003360418,0.005277768,0.007920639,3.89e-05,0.004290348,0.009014281,0.00431561,0.004896126,0.007898757,0.000171296,0.004583762,0.000798725,0.003937517,0.002294256,0.001288892,0.000369963,0.005611068,0.000948552,0.001021382,0.006438581,0.002697029,0.000124105,0.000110123,0.000376893,2.23e-05,0.000138947,0.000313466,0.472684311,0.058674013,0.001607337,0.018082793,0.015649687,0.036978922,0.00740698,0.000771731,0.024331407,0.004307553,0.000159508,0.035211254,3.54e-05,0.004739562,8.06e-05,9.68e-05,0.000790947,D09,OF,R2,1.97441e+11,4.452688821,35.4,54190105597,1.03776e+11,4510350320,8947193844,229371586.8,182215253.6,25594973887,19034791159,52,109,326
D09-OF-R3,0.509085606,0.297711722,0.04941977,0.030321775,0.000588188,0.000771202,0.112039707,0.083057243,95,262,982,2281,2678,3.00799507,8.928735426,0.155116668,0.034313373,0.039653952,0.036893521,0.03738559,0.015689942,0.039573273,0.017764468,0.015339798,0.010441933,0.004858164,0.00542957,0.018624646,5.17e-05,0.00912926,0.011740734,0.00778021,0.009053886,0.008366639,0.000228294,0.004855735,0.001776421,0.011392635,0.003103095,0.001909459,0.000506133,0.013399204,0.001991673,0.001757498,0.012146049,0.006103839,0.000215955,0.000239354,0.000520901,3.96e-05,0.000158802,0.000293183,0.271979258,0.02896915,0.000981452,0.009956193,0.007680032,0.022472141,0.003703973,0.000414905,0.05111039,0.011027979,0.000292416,0.017054526,2.42e-05,0.004154935,5.59e-05,6.6e-05,0.000370985,D09,OF,R3,4.9679e+12,4.666396848,108,2.52909e+12,1.479e+12,2.45513e+11,1.50636e+11,2922062967,3831255748,5.56602e+11,4.1262e+11,154,552,1691
D09-OH-R1,0.485216729,0.325014549,0.036639073,0.037740545,0.001099052,0.000899189,0.113321416,0.088127968,93,274,1068,2489,3084,2.924434788,7.904199721,0.174399969,0.032114152,0.042203063,0.029806195,0.02814871,0.022363873,0.039881778,0.011569313,0.024299053,0.007789813,0.00684903,0.006856769,0.016169342,3.89e-05,0.008048331,0.008165259,0.005574017,0.006209114,0.007276395,0.000270975,0.004435346,0.001295468,0.006964509,0.003809584,0.001697253,0.000610682,0.009481148,0.001407304,0.001754817,0.004440935,0.004138417,0.000181947,0.000204134,0.000461023,1.89e-05,0.000178836,0.000351009,0.289761969,0.036504719,0.001024538,0.010088594,0.008857444,0.023073029,0.00410666,0.000446327,0.035784034,0.007111283,0.000362187,0.021179472,3.05e-05,0.005789827,6.29e-05,6.25e-05,0.0007147,D09,OH,R1,2.16609e+13,4.673006859,91.8,1.05102e+13,7.04011e+12,7.93636e+11,8.17495e+11,23806465946,19477258221,2.45465e+12,1.90893e+12,370,1324,2668
D09-OH-R2,0.501312643,0.307252443,0.036404802,0.041951565,0.000907751,0.00076241,0.111344582,0.084094118,91,268,1007,2329,2702,2.82433669,7.193449697,0.230642488,0.029828967,0.036886463,0.027360666,0.026582835,0.020586741,0.036551605,0.011888213,0.022003388,0.006747995,0.006447285,0.006550686,0.013115006,3.36e-05,0.007425801,0.006849229,0.005057333,0.00553388,0.006526986,0.000256304,0.004564921,0.00146908,0.005962009,0.003617368,0.001743413,0.000604668,0.006266286,0.001494882,0.001465512,0.004100414,0.003434967,0.000176348,0.000164435,0.000451765,1.6e-05,0.000171889,0.000352505,0.274977751,0.032581668,0.000922133,0.009615564,0.007639037,0.020690269,0.003773457,0.000411246,0.035477079,0.007190521,0.000341866,0.018397233,2.8e-05,0.00543443,5.94e-05,4.32e-05,0.000570201,D09,OH,R2,6.57305e+12,4.741217287,8.12,3.29516e+12,2.01959e+12,2.39291e+11,2.7575e+11,5966698852,5011364376,7.31874e+11,5.52755e+11,177,687,1885
D09-OH-R3,0.498487797,0.304246154,0.033891365,0.044219921,0.000848359,0.000882701,0.11736109,0.089129775,91,274,1035,2201,2601,2.85629267,7.432441545,0.217543648,0.030934791,0.040541386,0.0291835,0.026289339,0.019704888,0.038469127,0.014524812,0.01948657,0.007369234,0.005898624,0.005063616,0.014632915,3.34e-05,0.008260712,0.006715424,0.004988498,0.005660515,0.006766705,0.000239956,0.004817415,0.001370511,0.0065746,0.003154348,0.001810313,0.000539637,0.006753951,0.001733963,0.00132442,0.004637624,0.003526244,0.000179351,0.000166949,0.000505245,1.81e-05,0.000160616,0.000304079,0.276640631,0.029094572,0.001107949,0.009152543,0.008454401,0.024247778,0.003894798,0.000405673,0.034555593,0.00621449,0.000310412,0.018335344,2.35e-05,0.004613259,5.3e-05,5.3e-05,0.000536822,D09,OH,R3,2.90514e+13,4.740975669,76.6,1.44818e+13,8.83878e+12,9.84592e+11,1.28465e+12,24646037212,25643711150,3.40951e+12,2.58935e+12,427,1454,2603
D09-OR-R1,0.371113284,0.425038957,0.028758471,0.045934568,0.000632827,0.000824355,0.127647659,0.09236555,94,263,952,2355,2700,2.705701933,5.672834651,0.136999344,0.02271737,0.04135202,0.019098047,0.020478955,0.01148113,0.026576863,0.015692406,0.019585991,0.005647728,0.004956645,0.005474276,0.008601983,2.38e-05,0.004807057,0.004806323,0.004381949,0.004850696,0.007511912,0.000220238,0.005626433,0.001113569,0.004376756,0.003788737,0.001615255,0.000446089,0.005463628,0.000707081,0.001027079,0.005828209,0.003132586,0.000149326,0.000121422,0.000333268,1.92e-05,0.000154151,0.000340349,0.383858484,0.044723097,0.001405664,0.013859483,0.011605437,0.032266237,0.005454135,0.000599925,0.030976802,0.005315771,0.000164484,0.026525042,3.32e-05,0.006475392,7.05e-05,9.66e-05,0.000397625,D09,OR,R1,9.36493e+12,4.605007743,57.4,3.47545e+12,3.98046e+12,2.69321e+11,4.30174e+11,5926376538,7720024491,1.19541e+12,8.64997e+11,214,794,2077
D09-OR-R2,0.458892166,0.323298786,0.052703663,0.047887975,0.000670007,0.00080402,0.11568733,0.085513224,93,266,995,2185,2600,3.021378852,8.685236993,0.122303524,0.035118157,0.041776241,0.035302926,0.031866389,0.016153398,0.035290608,0.013841159,0.021666737,0.009590326,0.007173138,0.007074841,0.01819571,3.28e-05,0.009390693,0.006565782,0.00610115,0.006916186,0.00951494,0.000261058,0.004416797,0.001904433,0.009137519,0.004044467,0.001646332,0.000542235,0.00981911,0.001454911,0.001228508,0.006990833,0.005783101,0.000190271,0.000189614,0.000539443,2.41e-05,0.000173765,0.000350732,0.29236356,0.03720777,0.001032242,0.010403637,0.008861187,0.023843807,0.004093821,0.000455845,0.056105273,0.010749689,0.000330777,0.022716635,3.01e-05,0.006135805,6.39e-05,3.91e-05,0.000430306,D09,OR,R2,1.34231e+13,4.603041767,46.4,6.15977e+12,4.33968e+12,7.07448e+11,6.42806e+11,8993591902,10792467526,1.55289e+12,1.14785e+12,258,997,2187
D09-OR-R3,0.463613381,0.333392439,0.043739779,0.040749609,0.000667156,0.000816436,0.116963828,0.087089498,95,272,971,2395,2700,2.996804169,8.284191024,0.12223283,0.035029506,0.044611096,0.034530825,0.031723723,0.014981057,0.037124644,0.017184393,0.020889017,0.009384661,0.006548641,0.006698219,0.016919035,3.32e-05,0.009199311,0.006932374,0.006159924,0.007025464,0.009322307,0.000252222,0.005076219,0.001745307,0.009319243,0.003860745,0.001768619,0.00051893,0.011213091,0.001519979,0.00131438,0.008842939,0.005850954,0.000195838,0.000208403,0.000496916,2.87e-05,0.000168633,0.000343496,0.303254887,0.033850531,0.00112498,0.0110483,0.009205541,0.026587745,0.004257509,0.000479679,0.046454323,0.008914951,0.000278078,0.021372279,2.64e-05,0.005648314,5.76e-05,6.13e-05,0.000426566,D09,OR,R3,3.22627e+12,4.627469469,90.4,1.49574e+12,1.07561e+12,1.41116e+11,1.31469e+11,2152425282,2634043317,3.77357e+11,2.80974e+11,125,444,1405
D09-ZF-R1,0.51839463,0.276225442,0.062995912,0.030513081,0.001096852,0.000850854,0.109856829,0.084702636,94,263,1030,2485,3036,3.023890561,9.241872321,0.165950318,0.033435201,0.034852965,0.04376943,0.030208431,0.017041011,0.0355927,0.011248779,0.016117583,0.010343937,0.006920599,0.006432022,0.021161406,4.91e-05,0.011845483,0.010761863,0.008558991,0.010004287,0.008751426,0.00025941,0.004656106,0.002540269,0.009511966,0.003581312,0.001999339,0.000597874,0.008258394,0.003065543,0.00177944,0.014510264,0.005730781,0.00020172,0.000173188,0.000803338,4.89e-05,0.000169495,0.000335906,0.255530637,0.023115186,0.00096248,0.008864925,0.008102385,0.021301742,0.003513677,0.000410183,0.070718087,0.010955213,0.000289805,0.017895838,2.11e-05,0.005411564,5.1e-05,4.98e-05,0.000723843,D09,ZF,R1,80576894048,4.644170606,5.64,41770629151,22257388201,5076014934,2458649261,88380939.9,68559151.62,8851922035,6825075321,41,85,204
D09-ZF-R2,0.504086531,0.294469674,0.055836065,0.036023894,0.001019253,0.000752645,0.107752951,0.081377984,96,254,982,2276,2643,2.966939241,8.477419813,0.186283583,0.031640752,0.030976476,0.039485254,0.027243742,0.015190131,0.029728408,0.010789699,0.020084112,0.009422173,0.007210075,0.009497967,0.015561624,4.04e-05,0.010104447,0.009141367,0.007920676,0.008872602,0.008754538,0.000289044,0.004346248,0.001593261,0.008664675,0.004598599,0.002052715,0.000614021,0.006150731,0.002772696,0.001680969,0.013865255,0.005008433,0.000181247,0.000159066,0.000892165,4.06e-05,0.000207547,0.00041541,0.265101362,0.028555057,0.000917831,0.010050897,0.007593988,0.020557129,0.003808338,0.000448301,0.061377462,0.010057361,0.000273201,0.02137312,2.52e-05,0.006035139,5.27e-05,5.89e-05,0.000664529,D09,ZF,R2,1.82398e+11,4.64895251,6.22,91944212893,53710584822,10184368686,6570674606,185909415.5,137280660.7,19653887999,14843155303,46,106,309
