Patient,Protocol_1,Protocol_2,Protocols,bcdist
D07,OR,ZF,OR_ZF,0.509040018
D07,OR,ZF,OR_ZF,0.609863731
D07,OR,ZF,OR_ZF,0.528793307
D07,OR,ZH,OR_ZH,0.537767048
D07,OR,ZH,OR_ZH,0.473210196
D07,OR,ZH,OR_ZH,0.484689798
D07,OR,ZR,OR_ZR,0.662286988
D07,OR,ZR,OR_ZR,0.55961297
D07,OR,ZR,OR_ZR,0.646199656
D07,ZF,NF,ZF_NF,0.330929356
D07,ZF,NF,ZF_NF,0.362696146
D07,ZF,NF,ZF_NF,0.384256608
D07,ZF,OF,ZF_OF,0.180552412
D07,ZF,OF,ZF_OF,0.110735084
D07,ZF,OF,ZF_OF,0.15342832
D07,ZF,OR,ZF_OR,0.506253812
D07,ZF,OR,ZF_OR,0.437557556
D07,ZF,OR,ZF_OR,0.509040018
D07,ZF,ZF,ZF_ZF,0.146986155
D07,ZF,ZF,ZF_ZF,0.108220584
D07,ZF,ZH,ZF_ZH,0.273158737
D07,ZF,ZH,ZF_ZH,0.225892867
D07,ZF,ZH,ZF_ZH,0.29893359
D07,ZF,ZR,ZF_ZR,0.358755031
D07,ZF,ZR,ZF_ZR,0.168281784
D07,ZF,ZR,ZF_ZR,0.276301179
D07,ZF,NF,ZF_NF,0.463488685
D07,ZF,NF,ZF_NF,0.500792124
D07,ZF,NF,ZF_NF,0.520892549
D07,ZF,OF,ZF_OF,0.196787427
D07,ZF,OF,ZF_OF,0.228241382
D07,ZF,OF,ZF_OF,0.262690542
D07,ZF,OR,ZF_OR,0.606096643
D07,ZF,OR,ZF_OR,0.543525704
D07,ZF,OR,ZF_OR,0.609863731
D07,ZF,ZF,ZF_ZF,0.146986155
D07,ZF,ZF,ZF_ZF,0.159895326
D07,ZF,ZH,ZF_ZH,0.295931073
D07,ZF,ZH,ZF_ZH,0.307642147
D07,ZF,ZH,ZF_ZH,0.396842011
D07,ZF,ZR,ZF_ZR,0.308979657
D07,ZF,ZR,ZF_ZR,0.112873837
D07,ZF,ZR,ZF_ZR,0.182077771
D07,ZF,NF,ZF_NF,0.372827348
D07,ZF,NF,ZF_NF,0.411247968
D07,ZF,NF,ZF_NF,0.427963634
D07,ZF,OF,ZF_OF,0.264986915
D07,ZF,OF,ZF_OF,0.163201862
D07,ZF,OF,ZF_OF,0.240807877
D07,ZF,OR,ZF_OR,0.523569732
D07,ZF,OR,ZF_OR,0.457170626
D07,ZF,OR,ZF_OR,0.528793307
D07,ZF,ZF,ZF_ZF,0.108220584
D07,ZF,ZF,ZF_ZF,0.159895326
D07,ZF,ZH,ZF_ZH,0.343441123
D07,ZF,ZH,ZF_ZH,0.298901886
D07,ZF,ZH,ZF_ZH,0.334473461
D07,ZF,ZR,ZF_ZR,0.408825264
D07,ZF,ZR,ZF_ZR,0.195592091
D07,ZF,ZR,ZF_ZR,0.309097182
D07,ZH,NF,ZH_NF,0.46950333
D07,ZH,NF,ZH_NF,0.521537198
D07,ZH,NF,ZH_NF,0.488227024
D07,ZH,OF,ZH_OF,0.14880211
D07,ZH,OF,ZH_OF,0.293291439
D07,ZH,OF,ZH_OF,0.212275279
D07,ZH,OR,ZH_OR,0.549570334
D07,ZH,OR,ZH_OR,0.516982333
D07,ZH,OR,ZH_OR,0.537767048
D07,ZH,ZF,ZH_ZF,0.273158737
D07,ZH,ZF,ZH_ZF,0.295931073
D07,ZH,ZF,ZH_ZF,0.343441123
D07,ZH,ZH,ZH_ZH,0.101241956
D07,ZH,ZH,ZH_ZH,0.135203249
D07,ZH,ZR,ZH_ZR,0.308646937
D07,ZH,ZR,ZH_ZR,0.239272735
D07,ZH,ZR,ZH_ZR,0.298978713
D07,ZH,NF,ZH_NF,0.384317237
D07,ZH,NF,ZH_NF,0.435233872
D07,ZH,NF,ZH_NF,0.404551677
D07,ZH,OF,ZH_OF,0.163513705
D07,ZH,OF,ZH_OF,0.246144063
D07,ZH,OF,ZH_OF,0.135924463
D07,ZH,OR,ZH_OR,0.474451856
D07,ZH,OR,ZH_OR,0.439506196
D07,ZH,OR,ZH_OR,0.473210196
D07,ZH,ZF,ZH_ZF,0.225892867
D07,ZH,ZF,ZH_ZF,0.307642147
D07,ZH,ZF,ZH_ZF,0.298901886
D07,ZH,ZH,ZH_ZH,0.101241956
D07,ZH,ZH,ZH_ZH,0.113203736
D07,ZH,ZR,ZH_ZR,0.346965398
D07,ZH,ZR,ZH_ZR,0.257101118
D07,ZH,ZR,ZH_ZR,0.324987046
D07,ZH,NF,ZH_NF,0.405988152
D07,ZH,NF,ZH_NF,0.451006809
D07,ZH,NF,ZH_NF,0.411829519
D07,ZH,OF,ZH_OF,0.235744463
D07,ZH,OF,ZH_OF,0.280411177
D07,ZH,OF,ZH_OF,0.186449667
D07,ZH,OR,ZH_OR,0.491237871
D07,ZH,OR,ZH_OR,0.456087989
D07,ZH,OR,ZH_OR,0.484689798
D07,ZH,ZF,ZH_ZF,0.29893359
D07,ZH,ZF,ZH_ZF,0.396842011
D07,ZH,ZF,ZH_ZF,0.334473461
D07,ZH,ZH,ZH_ZH,0.135203249
D07,ZH,ZH,ZH_ZH,0.113203736
D07,ZH,ZR,ZH_ZR,0.423269767
D07,ZH,ZR,ZH_ZR,0.339895129
D07,ZH,ZR,ZH_ZR,0.402641223
D07,ZR,NF,ZR_NF,0.647984793
D07,ZR,NF,ZR_NF,0.668295139
D07,ZR,NF,ZR_NF,0.679619954
D07,ZR,OF,ZR_OF,0.283331524
D07,ZR,OF,ZR_OF,0.392413005
D07,ZR,OF,ZR_OF,0.361990532
D07,ZR,OR,ZR_OR,0.655078782
D07,ZR,OR,ZR_OR,0.645387659
D07,ZR,OR,ZR_OR,0.662286988
D07,ZR,ZF,ZR_ZF,0.358755031
D07,ZR,ZF,ZR_ZF,0.308979657
D07,ZR,ZF,ZR_ZF,0.408825264
D07,ZR,ZH,ZR_ZH,0.308646937
D07,ZR,ZH,ZR_ZH,0.346965398
D07,ZR,ZH,ZR_ZH,0.423269767
D07,ZR,ZR,ZR_ZR,0.218613621
D07,ZR,ZR,ZR_ZR,0.142298514
D07,ZR,NF,ZR_NF,0.475810689
D07,ZR,NF,ZR_NF,0.507415815
D07,ZR,NF,ZR_NF,0.522360301
D07,ZR,OF,ZR_OF,0.180568796
D07,ZR,OF,ZR_OF,0.229493165
D07,ZR,OF,ZR_OF,0.24257388
D07,ZR,OR,ZR_OR,0.557311364
D07,ZR,OR,ZR_OR,0.504887709
D07,ZR,OR,ZR_OR,0.55961297
D07,ZR,ZF,ZR_ZF,0.168281784
D07,ZR,ZF,ZR_ZF,0.112873837
D07,ZR,ZF,ZR_ZF,0.195592091
D07,ZR,ZH,ZR_ZH,0.239272735
D07,ZR,ZH,ZR_ZH,0.257101118
D07,ZR,ZH,ZR_ZH,0.339895129
D07,ZR,ZR,ZR_ZR,0.218613621
D07,ZR,ZR,ZR_ZR,0.125656736
D07,ZR,NF,ZR_NF,0.590838473
D07,ZR,NF,ZR_NF,0.620476795
D07,ZR,NF,ZR_NF,0.639247993
D07,ZR,OF,ZR_OF,0.253466704
D07,ZR,OF,ZR_OF,0.330777505
D07,ZR,OF,ZR_OF,0.332327209
D07,ZR,OR,ZR_OR,0.633541461
D07,ZR,OR,ZR_OR,0.593248239
D07,ZR,OR,ZR_OR,0.646199656
D07,ZR,ZF,ZR_ZF,0.276301179
D07,ZR,ZF,ZR_ZF,0.182077771
D07,ZR,ZF,ZR_ZF,0.309097182
D07,ZR,ZH,ZR_ZH,0.298978713
D07,ZR,ZH,ZR_ZH,0.324987046
D07,ZR,ZH,ZR_ZH,0.402641223
D07,ZR,ZR,ZR_ZR,0.142298514
D07,ZR,ZR,ZR_ZR,0.125656736
D08,NF,NF,NF_NF,0.490261973
D08,NF,NF,NF_NF,0.068466896
D08,NF,OF,NF_OF,0.395732777
D08,NF,OF,NF_OF,0.615046743
D08,NF,OF,NF_OF,0.390595944
D08,NF,OR,NF_OR,0.607314273
D08,NF,OR,NF_OR,0.586325927
D08,NF,OR,NF_OR,0.620677025
D08,NF,ZF,NF_ZF,0.669980397
D08,NF,ZF,NF_ZF,0.664181661
D08,NF,ZF,NF_ZF,0.671765133
D08,NF,ZH,NF_ZH,0.772909568
D08,NF,ZH,NF_ZH,0.767463489
D08,NF,ZH,NF_ZH,0.758511013
D08,NF,ZR,NF_ZR,0.641433308
D08,NF,ZR,NF_ZR,0.714029094
D08,NF,ZR,NF_ZR,0.530249209
D08,NF,NF,NF_NF,0.490261973
D08,NF,NF,NF_NF,0.488901206
D08,NF,OF,NF_OF,0.388944874
D08,NF,OF,NF_OF,0.41077644
D08,NF,OF,NF_OF,0.33018256
D08,NF,OR,NF_OR,0.468148727
D08,NF,OR,NF_OR,0.408304692
D08,NF,OR,NF_OR,0.510696247
D08,NF,ZF,NF_ZF,0.364548699
D08,NF,ZF,NF_ZF,0.309391734
D08,NF,ZF,NF_ZF,0.552975161
D08,NF,ZH,NF_ZH,0.655709591
D08,NF,ZH,NF_ZH,0.654222485
D08,NF,ZH,NF_ZH,0.639098775
D08,NF,ZR,NF_ZR,0.389578974
D08,NF,ZR,NF_ZR,0.533174895
D08,NF,ZR,NF_ZR,0.456174549
D08,NF,NF,NF_NF,0.068466896
D08,NF,NF,NF_NF,0.488901206
D08,NF,OF,NF_OF,0.369011688
D08,NF,OF,NF_OF,0.586846271
D08,NF,OF,NF_OF,0.366832504
D08,NF,OR,NF_OR,0.647885348
D08,NF,OR,NF_OR,0.622704215
D08,NF,OR,NF_OR,0.659716059
D08,NF,ZF,NF_ZF,0.648838283
D08,NF,ZF,NF_ZF,0.656960549
D08,NF,ZF,NF_ZF,0.668546492
D08,NF,ZH,NF_ZH,0.777109648
D08,NF,ZH,NF_ZH,0.77427807
D08,NF,ZH,NF_ZH,0.759022507
D08,NF,ZR,NF_ZR,0.640316623
D08,NF,ZR,NF_ZR,0.716514864
D08,NF,ZR,NF_ZR,0.532795867
D08,OF,NF,OF_NF,0.395732777
D08,OF,NF,OF_NF,0.388944874
D08,OF,NF,OF_NF,0.369011688
D08,OF,OF,OF_OF,0.238333586
D08,OF,OF,OF_OF,0.0632657
D08,OF,OR,OF_OR,0.50660739
D08,OF,OR,OF_OR,0.489230714
D08,OF,OR,OF_OR,0.512310592
D08,OF,ZF,OF_ZF,0.344298017
D08,OF,ZF,OF_ZF,0.372354119
D08,OF,ZF,OF_ZF,0.380409293
D08,OF,ZH,OF_ZH,0.484332305
D08,OF,ZH,OF_ZH,0.478493736
D08,OF,ZH,OF_ZH,0.462742569
D08,OF,ZR,OF_ZR,0.365798112
D08,OF,ZR,OF_ZR,0.432483709
D08,OF,ZR,OF_ZR,0.248378242
D08,OF,NF,OF_NF,0.615046743
D08,OF,NF,OF_NF,0.41077644
D08,OF,NF,OF_NF,0.586846271
D08,OF,OF,OF_OF,0.238333586
D08,OF,OF,OF_OF,0.249860172
D08,OF,OR,OF_OR,0.469570935
D08,OF,OR,OF_OR,0.457449766
D08,OF,OR,OF_OR,0.47499681
D08,OF,ZF,OF_ZF,0.200212854
D08,OF,ZF,OF_ZF,0.339770647
D08,OF,ZF,OF_ZF,0.197465998
D08,OF,ZH,OF_ZH,0.295694027
D08,OF,ZH,OF_ZH,0.289916827
D08,OF,ZH,OF_ZH,0.275121094
D08,OF,ZR,OF_ZR,0.288684919
D08,OF,ZR,OF_ZR,0.247408934
D08,OF,ZR,OF_ZR,0.186686212
D08,OF,NF,OF_NF,0.390595944
D08,OF,NF,OF_NF,0.33018256
D08,OF,NF,OF_NF,0.366832504
D08,OF,OF,OF_OF,0.0632657
D08,OF,OF,OF_OF,0.249860172
D08,OF,OR,OF_OR,0.502827315
D08,OF,OR,OF_OR,0.471520175
D08,OF,OR,OF_OR,0.515883699
D08,OF,ZF,OF_ZF,0.323572926
D08,OF,ZF,OF_ZF,0.337010976
D08,OF,ZF,OF_ZF,0.409025959
D08,OF,ZH,OF_ZH,0.520360275
D08,OF,ZH,OF_ZH,0.513995723
D08,OF,ZH,OF_ZH,0.497529799
D08,OF,ZR,OF_ZR,0.377977275
D08,OF,ZR,OF_ZR,0.456374372
D08,OF,ZR,OF_ZR,0.276532331
D08,OR,NF,OR_NF,0.607314273
D08,OR,NF,OR_NF,0.468148727
D08,OR,NF,OR_NF,0.647885348
D08,OR,OF,OR_OF,0.50660739
D08,OR,OF,OR_OF,0.469570935
D08,OR,OF,OR_OF,0.502827315
D08,OR,OR,OR_OR,0.190752481
D08,OR,OR,OR_OR,0.207247743
D08,OR,ZF,OR_ZF,0.557654603
D08,OR,ZF,OR_ZF,0.564291042
D08,OR,ZF,OR_ZF,0.440830042
D08,OR,ZH,OR_ZH,0.515666463
D08,OR,ZH,OR_ZH,0.493946071
D08,OR,ZH,OR_ZH,0.495949527
D08,OR,ZR,OR_ZR,0.468640246
D08,OR,ZR,OR_ZR,0.447047048
D08,OR,ZR,OR_ZR,0.502538787
D08,OR,NF,OR_NF,0.586325927
D08,OR,NF,OR_NF,0.408304692
D08,OR,NF,OR_NF,0.622704215
D08,OR,OF,OR_OF,0.489230714
D08,OR,OF,OR_OF,0.457449766
D08,OR,OF,OR_OF,0.471520175
D08,OR,OR,OR_OR,0.190752481
D08,OR,OR,OR_OR,0.142571541
D08,OR,ZF,OR_ZF,0.512377762
D08,OR,ZF,OR_ZF,0.509907148
D08,OR,ZF,OR_ZF,0.415233417
D08,OR,ZH,OR_ZH,0.50643528
D08,OR,ZH,OR_ZH,0.470404831
D08,OR,ZH,OR_ZH,0.476955194
D08,OR,ZR,OR_ZR,0.415698658
D08,OR,ZR,OR_ZR,0.43228108
D08,OR,ZR,OR_ZR,0.492932933
D08,OR,NF,OR_NF,0.620677025
D08,OR,NF,OR_NF,0.510696247
D08,OR,NF,OR_NF,0.659716059
D08,OR,OF,OR_OF,0.512310592
D08,OR,OF,OR_OF,0.47499681
D08,OR,OF,OR_OF,0.515883699
D08,OR,OR,OR_OR,0.207247743
D08,OR,OR,OR_OR,0.142571541
D08,OR,ZF,OR_ZF,0.582014307
D08,OR,ZF,OR_ZF,0.595401924
D08,OR,ZF,OR_ZF,0.453823555
D08,OR,ZH,OR_ZH,0.525245354
D08,OR,ZH,OR_ZH,0.492881633
D08,OR,ZH,OR_ZH,0.503440449
D08,OR,ZR,OR_ZR,0.497316918
D08,OR,ZR,OR_ZR,0.4837512
D08,OR,ZR,OR_ZR,0.511502032
D08,ZF,NF,ZF_NF,0.669980397
D08,ZF,NF,ZF_NF,0.364548699
D08,ZF,NF,ZF_NF,0.648838283
D08,ZF,OF,ZF_OF,0.344298017
D08,ZF,OF,ZF_OF,0.200212854
D08,ZF,OF,ZF_OF,0.323572926
D08,ZF,OR,ZF_OR,0.557654603
D08,ZF,OR,ZF_OR,0.512377762
D08,ZF,OR,ZF_OR,0.582014307
D08,ZF,ZF,ZF_ZF,0.149229312
D08,ZF,ZF,ZF_ZF,0.26897492
D08,ZF,ZH,ZF_ZH,0.373147944
D08,ZF,ZH,ZF_ZH,0.369839738
D08,ZF,ZH,ZF_ZH,0.347909143
D08,ZF,ZR,ZF_ZR,0.185326346
D08,ZF,ZR,ZF_ZR,0.253014585
D08,ZF,ZR,ZF_ZR,0.293861738
D08,ZF,NF,ZF_NF,0.664181661
D08,ZF,NF,ZF_NF,0.309391734
D08,ZF,NF,ZF_NF,0.656960549
D08,ZF,OF,ZF_OF,0.372354119
D08,ZF,OF,ZF_OF,0.339770647
D08,ZF,OF,ZF_OF,0.337010976
D08,ZF,OR,ZF_OR,0.564291042
D08,ZF,OR,ZF_OR,0.509907148
D08,ZF,OR,ZF_OR,0.595401924
D08,ZF,ZF,ZF_ZF,0.149229312
D08,ZF,ZF,ZF_ZF,0.413930672
D08,ZF,ZH,ZF_ZH,0.507036272
D08,ZF,ZH,ZF_ZH,0.504827535
D08,ZF,ZH,ZF_ZH,0.484215111
D08,ZF,ZR,ZF_ZR,0.213832597
D08,ZF,ZR,ZF_ZR,0.388463074
D08,ZF,ZR,ZF_ZR,0.439215258
D08,ZF,NF,ZF_NF,0.671765133
D08,ZF,NF,ZF_NF,0.552975161
D08,ZF,NF,ZF_NF,0.668546492
D08,ZF,OF,ZF_OF,0.380409293
D08,ZF,OF,ZF_OF,0.197465998
D08,ZF,OF,ZF_OF,0.409025959
D08,ZF,OR,ZF_OR,0.440830042
D08,ZF,OR,ZF_OR,0.415233417
D08,ZF,OR,ZF_OR,0.453823555
D08,ZF,ZF,ZF_ZF,0.26897492
D08,ZF,ZF,ZF_ZF,0.413930672
D08,ZF,ZH,ZF_ZH,0.201463234
D08,ZF,ZH,ZF_ZH,0.177279492
D08,ZF,ZH,ZF_ZH,0.14517225
D08,ZF,ZR,ZF_ZR,0.249363823
D08,ZF,ZR,ZF_ZR,0.143791077
D08,ZF,ZR,ZF_ZR,0.180198796
D08,ZH,NF,ZH_NF,0.772909568
D08,ZH,NF,ZH_NF,0.655709591
D08,ZH,NF,ZH_NF,0.777109648
D08,ZH,OF,ZH_OF,0.484332305
D08,ZH,OF,ZH_OF,0.295694027
D08,ZH,OF,ZH_OF,0.520360275
D08,ZH,OR,ZH_OR,0.515666463
D08,ZH,OR,ZH_OR,0.50643528
D08,ZH,OR,ZH_OR,0.525245354
D08,ZH,ZF,ZH_ZF,0.373147944
D08,ZH,ZF,ZH_ZF,0.507036272
D08,ZH,ZF,ZH_ZF,0.201463234
D08,ZH,ZH,ZH_ZH,0.062125544
D08,ZH,ZH,ZH_ZH,0.067575249
D08,ZH,ZR,ZH_ZR,0.368706245
D08,ZH,ZR,ZH_ZR,0.239605063
D08,ZH,ZR,ZH_ZR,0.305837726
D08,ZH,NF,ZH_NF,0.767463489
D08,ZH,NF,ZH_NF,0.654222485
D08,ZH,NF,ZH_NF,0.77427807
D08,ZH,OF,ZH_OF,0.478493736
D08,ZH,OF,ZH_OF,0.289916827
D08,ZH,OF,ZH_OF,0.513995723
D08,ZH,OR,ZH_OR,0.493946071
D08,ZH,OR,ZH_OR,0.470404831
D08,ZH,OR,ZH_OR,0.492881633
D08,ZH,ZF,ZH_ZF,0.369839738
D08,ZH,ZF,ZH_ZF,0.504827535
D08,ZH,ZF,ZH_ZF,0.177279492
D08,ZH,ZH,ZH_ZH,0.062125544
D08,ZH,ZH,ZH_ZH,0.039932787
D08,ZH,ZR,ZH_ZR,0.364645274
D08,ZH,ZR,ZH_ZR,0.214249562
D08,ZH,ZR,ZH_ZR,0.281336624
D08,ZH,NF,ZH_NF,0.758511013
D08,ZH,NF,ZH_NF,0.639098775
D08,ZH,NF,ZH_NF,0.759022507
D08,ZH,OF,ZH_OF,0.462742569
D08,ZH,OF,ZH_OF,0.275121094
D08,ZH,OF,ZH_OF,0.497529799
D08,ZH,OR,ZH_OR,0.495949527
D08,ZH,OR,ZH_OR,0.476955194
D08,ZH,OR,ZH_OR,0.503440449
D08,ZH,ZF,ZH_ZF,0.347909143
D08,ZH,ZF,ZH_ZF,0.484215111
D08,ZH,ZF,ZH_ZF,0.14517225
D08,ZH,ZH,ZH_ZH,0.067575249
D08,ZH,ZH,ZH_ZH,0.039932787
D08,ZH,ZR,ZH_ZR,0.344349712
D08,ZH,ZR,ZH_ZR,0.203058648
D08,ZH,ZR,ZH_ZR,0.274245846
D08,ZR,NF,ZR_NF,0.641433308
D08,ZR,NF,ZR_NF,0.389578974
D08,ZR,NF,ZR_NF,0.640316623
D08,ZR,OF,ZR_OF,0.365798112
D08,ZR,OF,ZR_OF,0.288684919
D08,ZR,OF,ZR_OF,0.377977275
D08,ZR,OR,ZR_OR,0.468640246
D08,ZR,OR,ZR_OR,0.415698658
D08,ZR,OR,ZR_OR,0.497316918
D08,ZR,ZF,ZR_ZF,0.185326346
D08,ZR,ZF,ZR_ZF,0.213832597
D08,ZR,ZF,ZR_ZF,0.249363823
D08,ZR,ZH,ZR_ZH,0.368706245
D08,ZR,ZH,ZR_ZH,0.364645274
D08,ZR,ZH,ZR_ZH,0.344349712
D08,ZR,ZR,ZR_ZR,0.205534815
D08,ZR,ZR,ZR_ZR,0.304476703
D08,ZR,NF,ZR_NF,0.714029094
D08,ZR,NF,ZR_NF,0.533174895
D08,ZR,NF,ZR_NF,0.716514864
D08,ZR,OF,ZR_OF,0.432483709
D08,ZR,OF,ZR_OF,0.247408934
D08,ZR,OF,ZR_OF,0.456374372
D08,ZR,OR,ZR_OR,0.447047048
D08,ZR,OR,ZR_OR,0.43228108
D08,ZR,OR,ZR_OR,0.4837512
D08,ZR,ZF,ZR_ZF,0.253014585
D08,ZR,ZF,ZR_ZF,0.388463074
D08,ZR,ZF,ZR_ZF,0.143791077
D08,ZR,ZH,ZR_ZH,0.239605063
D08,ZR,ZH,ZR_ZH,0.214249562
D08,ZR,ZH,ZR_ZH,0.203058648
D08,ZR,ZR,ZR_ZR,0.205534815
D08,ZR,ZR,ZR_ZR,0.224371006
D08,ZR,NF,ZR_NF,0.530249209
D08,ZR,NF,ZR_NF,0.456174549
D08,ZR,NF,ZR_NF,0.532795867
D08,ZR,OF,ZR_OF,0.248378242
D08,ZR,OF,ZR_OF,0.186686212
D08,ZR,OF,ZR_OF,0.276532331
D08,ZR,OR,ZR_OR,0.502538787
D08,ZR,OR,ZR_OR,0.492932933
D08,ZR,OR,ZR_OR,0.511502032
D08,ZR,ZF,ZR_ZF,0.293861738
D08,ZR,ZF,ZR_ZF,0.439215258
D08,ZR,ZF,ZR_ZF,0.180198796
D08,ZR,ZH,ZR_ZH,0.305837726
D08,ZR,ZH,ZR_ZH,0.281336624
D08,ZR,ZH,ZR_ZH,0.274245846
D08,ZR,ZR,ZR_ZR,0.304476703
D08,ZR,ZR,ZR_ZR,0.224371006
D09,NF,NF,NF_NF,0.056098713
D09,NF,NF,NF_NF,0.426952249
D09,NF,OF,NF_OF,0.23730501
D09,NF,OF,NF_OF,0.234199372
D09,NF,OF,NF_OF,0.206571965
D09,NF,OR,NF_OR,0.329392598
D09,NF,OR,NF_OR,0.444519422
D09,NF,OR,NF_OR,0.447961824
D09,NF,ZF,NF_ZF,0.315774136
D09,NF,ZF,NF_ZF,0.235845322
D09,NF,ZF,NF_ZF,0.236432111
D09,NF,ZH,NF_ZH,0.355879794
D09,NF,ZH,NF_ZH,0.539635304
D09,NF,ZH,NF_ZH,0.59564708
D09,NF,ZR,NF_ZR,0.319678703
D09,NF,ZR,NF_ZR,0.354849664
D09,NF,NF,NF_NF,0.056098713
D09,NF,NF,NF_NF,0.449646315
D09,NF,OF,NF_OF,0.27349362
D09,NF,OF,NF_OF,0.267320832
D09,NF,OF,NF_OF,0.242624773
D09,NF,OR,NF_OR,0.338684169
D09,NF,OR,NF_OR,0.441960563
D09,NF,OR,NF_OR,0.442980586
D09,NF,ZF,NF_ZF,0.325336235
D09,NF,ZF,NF_ZF,0.236809271
D09,NF,ZF,NF_ZF,0.247332925
D09,NF,ZH,NF_ZH,0.369715484
D09,NF,ZH,NF_ZH,0.552956076
D09,NF,ZH,NF_ZH,0.609141138
D09,NF,ZR,NF_ZR,0.327330159
D09,NF,ZR,NF_ZR,0.368592351
D09,NF,NF,NF_NF,0.426952249
D09,NF,NF,NF_NF,0.449646315
D09,NF,OF,NF_OF,0.376166794
D09,NF,OF,NF_OF,0.429342527
D09,NF,OF,NF_OF,0.382554763
D09,NF,OR,NF_OR,0.477293273
D09,NF,OR,NF_OR,0.575700273
D09,NF,OR,NF_OR,0.620295419
D09,NF,ZF,NF_ZF,0.518446052
D09,NF,ZF,NF_ZF,0.460675059
D09,NF,ZF,NF_ZF,0.448132169
D09,NF,ZH,NF_ZH,0.527720025
D09,NF,ZH,NF_ZH,0.736664991
D09,NF,ZH,NF_ZH,0.841053717
D09,NF,ZR,NF_ZR,0.563761138
D09,NF,ZR,NF_ZR,0.527719817
D09,OF,NF,OF_NF,0.23730501
D09,OF,NF,OF_NF,0.27349362
D09,OF,NF,OF_NF,0.376166794
D09,OF,OF,OF_OF,0.110018826
D09,OF,OF,OF_OF,0.045592358
D09,OF,OR,OF_OR,0.307834732
D09,OF,OR,OF_OR,0.430085616
D09,OF,OR,OF_OR,0.432119022
D09,OF,ZF,OF_ZF,0.18258082
D09,OF,ZF,OF_ZF,0.132715786
D09,OF,ZF,OF_ZF,0.113083605
D09,OF,ZH,OF_ZH,0.199763442
D09,OF,ZH,OF_ZH,0.387765596
D09,OF,ZH,OF_ZH,0.484858901
D09,OF,ZR,OF_ZR,0.22055197
D09,OF,ZR,OF_ZR,0.210270713
D09,OF,NF,OF_NF,0.234199372
D09,OF,NF,OF_NF,0.267320832
D09,OF,NF,OF_NF,0.429342527
D09,OF,OF,OF_OF,0.110018826
D09,OF,OF,OF_OF,0.124785242
D09,OF,OR,OF_OR,0.339943967
D09,OF,OR,OF_OR,0.463432059
D09,OF,OR,OF_OR,0.467176509
D09,OF,ZF,OF_ZF,0.164523257
D09,OF,ZF,OF_ZF,0.125755065
D09,OF,ZF,OF_ZF,0.112541134
D09,OF,ZH,OF_ZH,0.181598772
D09,OF,ZH,OF_ZH,0.356603412
D09,OF,ZH,OF_ZH,0.465128783
D09,OF,ZR,OF_ZR,0.204618469
D09,OF,ZR,OF_ZR,0.193692729
D09,OF,NF,OF_NF,0.206571965
D09,OF,NF,OF_NF,0.242624773
D09,OF,NF,OF_NF,0.382554763
D09,OF,OF,OF_OF,0.045592358
D09,OF,OF,OF_OF,0.124785242
D09,OF,OR,OF_OR,0.298098394
D09,OF,OR,OF_OR,0.421147371
D09,OF,OR,OF_OR,0.41654843
D09,OF,ZF,OF_ZF,0.20786722
D09,OF,ZF,OF_ZF,0.152264505
D09,OF,ZF,OF_ZF,0.134509927
D09,OF,ZH,OF_ZH,0.216820115
D09,OF,ZH,OF_ZH,0.399751127
D09,OF,ZH,OF_ZH,0.482120741
D09,OF,ZR,OF_ZR,0.242194667
D09,OF,ZR,OF_ZR,0.236313338
D09,OR,NF,OR_NF,0.329392598
D09,OR,NF,OR_NF,0.338684169
D09,OR,NF,OR_NF,0.477293273
D09,OR,OF,OR_OF,0.307834732
D09,OR,OF,OR_OF,0.339943967
D09,OR,OF,OR_OF,0.298098394
D09,OR,OR,OR_OR,0.137188492
D09,OR,OR,OR_OR,0.195043404
D09,OR,ZF,OR_ZF,0.398366587
D09,OR,ZF,OR_ZF,0.344478108
D09,OR,ZF,OR_ZF,0.326168346
D09,OR,ZH,OR_ZH,0.361291977
D09,OR,ZH,OR_ZH,0.555031837
D09,OR,ZH,OR_ZH,0.672044752
D09,OR,ZR,OR_ZR,0.432058389
D09,OR,ZR,OR_ZR,0.399009476
D09,OR,NF,OR_NF,0.444519422
D09,OR,NF,OR_NF,0.441960563
D09,OR,NF,OR_NF,0.575700273
D09,OR,OF,OR_OF,0.430085616
D09,OR,OF,OR_OF,0.463432059
D09,OR,OF,OR_OF,0.421147371
D09,OR,OR,OR_OR,0.137188492
D09,OR,OR,OR_OR,0.170311042
D09,OR,ZF,OR_ZF,0.449933772
D09,OR,ZF,OR_ZF,0.449983171
D09,OR,ZF,OR_ZF,0.446944435
D09,OR,ZH,OR_ZH,0.421732447
D09,OR,ZH,OR_ZH,0.537258885
D09,OR,ZH,OR_ZH,0.678643692
D09,OR,ZR,OR_ZR,0.454993333
D09,OR,ZR,OR_ZR,0.446001693
D09,OR,NF,OR_NF,0.447961824
D09,OR,NF,OR_NF,0.442980586
D09,OR,NF,OR_NF,0.620295419
D09,OR,OF,OR_OF,0.432119022
D09,OR,OF,OR_OF,0.467176509
D09,OR,OF,OR_OF,0.41654843
D09,OR,OR,OR_OR,0.195043404
D09,OR,OR,OR_OR,0.170311042
D09,OR,ZF,OR_ZF,0.441353735
D09,OR,ZF,OR_ZF,0.431079866
D09,OR,ZF,OR_ZF,0.42782444
